Rank	Gene	HalfLife1	HalfLife2	HalfLife3	AverageHalfLife
3363	YOL022C	38.4264540662	33.2357340653	15.0661169932	28.9094350416
3364	YMR178W	26.5684136072	30.1315888834	30.0159334756	28.9053119887
3365	YBR199W	27.4561430095	38.1524115062	21.0941915834	28.9009153664
3366	YBL083C	27.266490119	18.528761067	40.8920608228	28.8957706696
3367	YOL042W	28.8943248004			28.8943248004
3368	YDR103W	18.9830999293	55.7185217682	11.9807166557	28.8941127844
3369	YJL029C	41.9663377408		15.8153923306	28.8908650357
3370	YEL029C	23.4998803569	34.0666365378	29.1007614619	28.8890927856
3371	YLR184W	20.4199394547		37.3578577589	28.8888986068
3372	YER056C		36.3638625582	21.4059908094	28.8849266838
3373	YER060W-A	35.7329328016	24.7346019968	26.1636774485	28.877070749
3374	YPL134C		42.1763911414	15.5750905581	28.8757408498
3375	YBR231C	60.7284575235	19.9129837188	5.96740741296	28.8696162184
3376	YGL061C	70.322088223	5.82329290088	10.4454512249	28.8636107829
3377	YMR175W	31.3885554062	24.0618262915	31.1276986189	28.8593601055
3378	YGR173W	30.7892826133	25.6090404883	30.1676664205	28.8553298407
3379	YGR010W	23.4731759341	39.5227505158	23.5493809367	28.8484357956
3380	YJL015C	33.0569951787		24.6181296334	28.8375624061
3381	YPL210C	31.259521487	33.212060284	22.0030091199	28.8248636303
3382	YOR127W	18.8120849219	28.8468410215	38.8124958701	28.8238072712
3383	YJL055W	40.626424091	27.4157510281	18.4160008838	28.819392001
3384	YMR134W	31.3546467613		26.270685351	28.8126660561
3385	YNL282W	28.4978706219	4.14467604289	53.7409344882	28.7944937176
3386	YGR240C	20.1536663928	41.5500546126	24.6448877729	28.7828695928
3387	YPL143W	30.5141744504	27.3238770039	28.4929063829	28.7769859457
3388	YOR364W	22.8791907445		34.6729899413	28.7760903429
3389	YDL130W	32.2960119693	25.6238460542	28.3865863638	28.7688147958
3390	YML010C-B	24.975682769	28.7333108535	32.5923923903	28.7671286709
3391	YKL110C	37.0334366646	32.2722267454	16.961693931	28.7557857804
3392	YBL001C		35.0798864654	22.4241499222	28.7520181938
3393	YOL027C	21.8383344235	45.4348475217	18.9757053783	28.7496291078
3394	YJR033C	25.8037628417		31.6629340662	28.7333484539
3395	YEL049W	24.4239964277	37.7239188522	24.0367996885	28.7282383228
3396	YLL022C	35.5763597641	28.8587484974	21.7475906482	28.7275663032
3397	YPL231W	25.0933043817	34.1229228192	26.9604231599	28.7255501203
3398	YJL123C	30.3089863756		27.1417919284	28.725389152
3399	YKL220C	28.6746583	46.0341646582	11.464620309	28.7244810891
3400	YOR380W			28.7239524513	28.7239524513
3401	YDR332W	41.1687156323	21.5786116188	23.4043787385	28.7172353299
3402	YIR021W		19.9874113259	37.4404516729	28.7139314994
3403	YGR026W	29.8987960245	30.1985401278	25.9975037422	28.6982799648
3404	YKL174C	28.5600866556		28.8084745427	28.6842805991
3405	YOR284W	63.1675569961	10.7395990604	12.1348376605	28.6806645723
3406	YOL007C	32.3626172705	29.244962771	24.420962977	28.6761810062
3407	YGL016W	22.6958614499	39.7289837311	23.5971249645	28.6739900485
3408	YLR404W	16.7216896894	35.253804923	34.0076979961	28.6610642028
3409	YHR186C	26.4677729554	30.9767690735	28.5206210805	28.6550543698
3410	YGL092W	13.7026711187	50.5487649817	21.6971927574	28.6495429526
3411	YOR156C		33.9255987236	23.344707441	28.6351530823
3412	YDR007W	23.074199207	41.6029109959	21.2280109331	28.6350403787
3413	YBR109C	32.5847470842	24.7896726586	28.5098479744	28.628089239
3414	YCR069W	18.8001460354	38.6985670612	28.3849872472	28.6279001146
3415	YNL042W	18.8136924381	53.4636976148	13.5156121372	28.5976673967
3416	YER034W	28.8030662754	37.7410562618	19.2461235522	28.5967486965
3417	YOL026C	29.6555472293	31.9660030647	24.1638293834	28.5951265591
3418	YJL155C	24.3814809965	31.5401554831	29.8631550164	28.5949304987
3419	YPL041C	23.1972603492	37.6970279032	24.8857487321	28.5933456615
3420	YJR065C	25.6121042484	29.8343438325	30.3085948206	28.5850143005
3421	YGL244W	21.7954308217	35.3697640026		28.5825974121
3422	YMR230W	36.6661503882	25.3838824567	23.689752442	28.579928429
3423	YIL015W	52.1252152476		4.99363548168	28.5594253647
3424	YPR159W	23.3722904761	47.8254607118	14.4403562586	28.5460358155
3425	YDR210W	15.7447667683	44.0150779215	25.8699209895	28.5432552264
3426	YOR207C		35.0192885907	22.0367670763	28.5280278335
3427	YJR138W	26.792659772		30.2585149162	28.5255873441
3428	YAL058W	32.9533171579	47.4930458556	5.10525241413	28.5172051426
3429	YJR074W	32.9252887717	30.0090345194	22.5712367228	28.5018533379
3430	YOR263C	15.1466273334		41.8403265202	28.4934769268
3431	YDR288W	19.7413277227	54.9368101096	10.792777753	28.4903051951
3432	YNL050C	49.3214894785	8.41289191426	27.7189303047	28.4844372325
3433	YFR055W	13.8568647847	49.2910903568	22.3000274999	28.4826608805
3434	YLR086W	31.1190007474		25.8433782688	28.4811895081
3435	YNL080C	24.1184885804	30.7413687471	30.5740334253	28.4779635843
3436	YOL089C	35.169655631	27.1905961592	23.035448139	28.4652333097
3437	YNR030W	25.6579471817	31.6580030542	28.0604478137	28.4587993499
3438	YDL075W	21.4018273338	24.9356154773	39.0352406349	28.4575611487
3439	YMR157C	37.6130840986		19.2784000831	28.4457420909
3440	YER136W	24.9323067039	33.583201812	26.7972669752	28.4375918304
3441	YBR030W	25.6138265572	23.1024174022	36.5897586694	28.4353342096
3442	YJL145W	38.0724061228	23.7110251485	23.499655557	28.4276956094
3443	YER146W	37.9686741769	25.3938479554	21.9051743464	28.4225654929
3444	YHR185C	20.926004404		35.9107867502	28.4183955771
3445	YNL063W	19.7517599367	44.8542460254	20.6233829022	28.4097962881
3446	YNL205C	27.656084698	43.6482997975	13.9074805297	28.4039550084
3447	YER148W	36.147327545	20.6361845374	28.4132280296	28.3989133707
3448	YOL025W	20.3143430393	47.1558836373	17.7234563356	28.3978943374
3449	YMR160W		39.2492868819	17.5425529458	28.3959199139
3450	YLR314C	24.4749804448	34.4490496767	26.2346450342	28.3862250519
3451	YBR122C	20.2688480827	38.3099796836	26.5628575441	28.3805617701
3452	YJL154C	35.0605150079	27.8015653104	22.2738955138	28.3786586107
3453	YOR352W	32.447742848		24.2957920639	28.371767456
3454	YBR013C			28.3597525977	28.3597525977
3455	YBR204C	44.57718923	8.37636801469	32.1176981826	28.3570851424
3456	YLR089C	25.7508468142	34.9475121642	24.3692103073	28.3558564286
3457	YGR239C	60.4528394176	18.1814402412	6.42123054705	28.3518367353
3458	YKL028W	28.0898269892	32.6980180188	24.2635489275	28.3504646452
3459	YOR125C	44.1967011684	14.5110641799	26.3336555331	28.3471402938
3460	YMR191W	14.8876558867	41.1260337422	29.0142737497	28.3426544595
3461	YMR126C	28.724449219	35.4107176255	20.8831688698	28.3394452381
3462	YGR072W	38.5058352735		18.1671608801	28.3364980768
3463	YDR539W	53.0653384218	17.1022793894	14.8246900312	28.3307692808
3464	YMR238W	32.293305055	38.1514352465	14.5132525942	28.3193309653
3465	YLR417W	45.5289506778	6.78425940335	32.6432292814	28.3188131209
3466	YGL254W	54.5178940289	21.5556347849	8.84638140151	28.3066367384
3467	YDR097C	29.3490936017	41.072685353	14.4924845497	28.3047545015
3468	YIL056W	39.0119036583	31.4493253194	14.437566181	28.2995983862
3469	YLR376C	27.2661332955		29.32807184	28.2971025678
3470	YOR204W	32.0911426595	33.9461106111	18.8497306532	28.2956613079
3471	YPR011C	33.5212195761	24.6255802355	26.7296490437	28.2921496184
3472	YJL211C	38.147555591	5.59473862096	41.1307435412	28.2910125844
3473	YGR143W		22.0408478736	34.5398552584	28.290351566
3474	YDL096C	32.0765135371	29.605417579	23.1852897469	28.289073621
3475	YLR460C	42.0715506408	32.5113823005	10.2741297106	28.2856875507
3476	YDR009W			28.2775278856	28.2775278856
3477	YOR198C	20.9601533804	28.5840355094	35.2849529098	28.2763805999
3478	YGL021W	15.9789280892	32.696368627	36.1429020651	28.2727329271
3479	YJL222W	50.2020540363	17.7645302377	16.8273205471	28.2646349404
3480	YKR094C		26.1710977762	30.3537902654	28.2624440208
3481	YOR070C	22.9126056868	48.9419188673	12.9062625144	28.2535956895
3482	YLR146C	39.7490945295		16.7565215935	28.2528080615
3483	YKR072C	24.2476690816	38.019857749	22.4813785131	28.2496351146
3484	YBR188C	42.3156040729	13.6971204358	28.6610138314	28.2245794467
3485	YJL165C	23.5774835851		32.8651716768	28.2213276309
3486	YKL195W	22.7810649606	38.3754536558	23.4823048735	28.2129411633
3487	YJR122W	26.7048499283	42.1311448578	15.7791097083	28.2050348315
3488	YIL083C	34.9794756162	22.9111165771	26.7183893086	28.202993834
3489	YBR008C		25.634260287	30.7705232904	28.2023917887
3490	YPL012W	44.8902325902	24.9568676984	14.6965205838	28.1812069575
3491	YDL228C	34.334608131	32.5971682507	17.609502579	28.1804263202
3492	YOL079W	29.4103454317	23.3649384744	31.7548857772	28.1767232278
3493	YJL056C	30.4446613563		25.9067401114	28.1757007339
3494	YGL039W		35.9856947115	20.3594645459	28.1725796287
3495	YIL154C	32.1405844175	28.6043864555	23.7477969416	28.1642559382
3496	YDL086W		26.9764037125	29.3502314721	28.1633175923
3497	YGL174W		42.757787217	13.5463963391	28.152091778
3498	YEL017C-A	26.0325467389	25.3523811728	33.0134551123	28.1327943413
3499	YCL057W	29.304413109		26.9560930763	28.1302530926
3500	YDR090C	27.1428285964	36.8774249037	20.3597198409	28.1266577803
3501	YHR146W	26.3551599201	35.7401420099	22.280789976	28.1253639687
3502	YKL166C		33.0783071805	23.172236379	28.1252717798
3503	YOR299W	32.0927614807	33.9483324599	18.3098746396	28.1169895268
3504	YHR113W	22.7619130851	35.2571562215	26.3056456374	28.1082383147
3505	YJR124C	34.6684162204	24.9005790277	24.7225189283	28.0971713922
3506	YOR142W		27.3154727054	28.8638439234	28.0896583144
3507	YGL119W	26.1924205413	40.6595900787	17.3517496083	28.0679200761
3508	YIL128W	28.8616432354		27.2709285691	28.0662859022
3509	YDR490C	38.7017103834	19.7282907173	25.7678461476	28.0659490828
3510	YHR031C	47.0957543506	4.8016700188	32.2897484707	28.0623909467
3511	YOL024W	35.4701631808	8.90438224755	39.8033716059	28.0593056781
3512	YDL233W	18.4865503499	33.8495081938	31.8071362716	28.0477316051
3513	YMR237W	20.7233221235	37.8032282072	25.6018170226	28.0427891178
3514	YJL091C	37.9915949924	26.0472299752	20.0796717208	28.0394988961
3515	YBR177C	33.6387767564	31.8566902848	18.6115396425	28.0356688946
3516	YGR063C	14.0139269098	45.0423294874	25.0450457399	28.033767379
3517	YOR357C	39.3584783194	23.8246163542	20.8930713791	28.0253886842
3518	YLR021W	39.6047060934		16.4301777049	28.0174418992
3519	YER093C	37.9253300514	30.2603027125	15.8543812541	28.013338006
3520	YJR097W	26.8822933776	39.1763849182	17.9611400004	28.0066060987
3521	YJL127C	33.8385718227		22.1559743666	27.9972730947
3522	YOR116C	32.3004626703	26.5475966912	25.1317731964	27.9932775193
3523	YBR221C	27.0595445748	36.0326170341	20.8687472851	27.9869696313
3524	YCL052C	37.9610606194	30.1794332828	15.7904309409	27.9769749477
3525	YKL212W	24.3256344058	38.3485076396	21.2519260422	27.9753560292
3526	YMR143W	24.2652946086	36.0856965568	23.5092049773	27.9533987142
3527	YGL220W	35.4132488511	29.6525146222	18.7897801686	27.9518478806
3528	YAL007C		35.0432237459	20.8544737819	27.9488487639
3529	YPL059W	31.2246532187	27.02025512	25.5865029441	27.943803761
3530	YOR196C	36.021020941		19.8529848625	27.9370029018
3531	YNL265C	20.6158253031	37.7889979154	25.4037481162	27.9361904449
3532	YDL201W	26.2804514583	46.700890531	10.8104426793	27.9305948895
3533	YDL015C	34.5312676673	26.5400932167	22.6693367962	27.9135658934
3534	YMR315W	20.4227398551	40.2360260082	23.0228613117	27.893875725
3535	YDL172C			27.8883451563	27.8883451563
3536	YCR031C	32.8015173958	29.1666390197	21.6852273074	27.884461241
3537	YDR455C	17.8295977643	40.907211125	24.8862360948	27.874348328
3538	YDL179W	26.6598408777	41.7249663296	15.2338859837	27.8728977303
3539	YML067C	24.880438764	30.8103527686	27.8950148661	27.8619354662
3540	YML026C	21.8545401434	32.1710708071	29.5564290281	27.8606799929
3541	YLR323C	53.9665811519	4.55684842509	25.0528668208	27.8587654659
3542	YDL085W	24.8403945938	29.0801697622	29.6542708615	27.8582784058
3543	YLR214W	23.03512882	47.2158735292	13.3079085144	27.8529702879
3544	YDR458C	22.6960908033	29.7036741259	31.1458400299	27.8485349864
3545	YOL066C	26.8853391364		28.7695342184	27.8274366774
3546	YOL111C	31.9415042973	34.0460607831	17.4928354871	27.8268001892
3547	YBR112C	23.3743368766	35.3551025695	24.7081944582	27.8125446348
3548	YBL079W	25.2414025512	29.6063597199	28.5850473981	27.8109365564
3549	YCR092C		21.7746887695	33.8390308052	27.8068597874
3550	YEL024W		32.6012476211	23.0022616861	27.8017546536
3551	YHL028W	35.7383995269	6.02328836016	41.6419812699	27.8012230523
3552	YPR181C	23.5708085975	30.8417125112	28.9651171389	27.7925460825
3553	YJR076C	24.6165711795	19.1388829307	39.5595691943	27.7716744348
3554	YNL025C	33.5068449014		22.0323174818	27.7695811916
3555	YJL081C	46.6908028975	25.6161321752	10.9603188192	27.7557512973
3556	YGL076C	28.0557558571	34.4483921199	20.7573330431	27.7538270067
3557	YJL139C	23.7711136746	42.4926593123	16.9855148496	27.7497626122
3558	YPL115C	25.1130938807	29.239546425	28.8905779492	27.7477394183
3559	YIL104C	38.0472332112	23.2542432711	21.9169082684	27.7394615836
3560	YKL111C	34.6221653521	16.9165082981	31.6612995411	27.7333243971
3561	YGL236C		32.3433099218	23.1231478386	27.7332288802
3562	YDR243C	27.7160447399			27.7160447399
3563	YDR199W			27.7114561056	27.7114561056
3564	YML079W	32.9637741542	32.8441243191	17.3185300945	27.7088095226
3565	YPR072W	26.5842011129	18.739222766	37.7641755652	27.6958664814
3566	YPL055C	29.4411684695	32.1754503366	21.468501663	27.6950401564
3567	YPR074C	25.236513163	34.8375915554	22.9642298059	27.6794448414
3568	YKL032C	33.8117909149	30.6048906444	18.6163620163	27.6776811919
3569	YKL154W	32.6365358826	4.864692015	45.5123244389	27.6711841122
3570	YKL057C	17.3747086061	41.7368419001	23.870485667	27.6606787244
3571	YKR093W	25.2398231158	38.1954368683	19.5176633376	27.6509744406
3572	YJL079C		31.0249950494	24.2605611011	27.6427780752
3573	YOR014W	28.9650531991	27.6916041211	26.212689957	27.6231157591
3574	YLR268W	41.6794734723	22.3137741594	18.8634894399	27.6189123572
3575	YIL109C	36.5777974595	27.7166517152	18.5587600041	27.6177363929
3576	YLR144C	26.3610076813		28.8727149988	27.6168613401
3577	YOL023W	20.7908258569	38.8743908263	23.1657931879	27.6103366237
3578	YHR026W	35.5957262356	21.557789989	25.6684543088	27.6073235111
3579	YDR531W	27.3525229909	27.8617534373		27.6071382141
3580	YLR163C	11.8078551133	42.7662509441	28.2374903278	27.6038654617
3581	YIL095W	42.757373208	11.1611762906	28.860002115	27.5928505379
3582	YAR073W	18.6118415911	42.5138479012	21.6241683396	27.583285944
3583	YKR083C	29.4637456561		25.7001912338	27.5819684449
3584	YLR060W	22.8276392275	43.2217255349	16.6964506948	27.5819384857
3585	YGR176W	38.1379259496	28.2648578766	16.3210540708	27.5746126323
3586	YJR159W	14.1212255439	50.4870101465	18.1131779829	27.5738045578
3587	YER176W	14.659273237	50.3549077685	17.704104112	27.5727617058
3588	YLR324W	29.2485674658		25.8872022255	27.5678848457
3589	YDR059C	32.9982405216	29.7968854845	19.9081335889	27.5677531983
3590	YGL191W	29.3918529301	32.4653198843	20.8370769777	27.5647499307
3591	YLR185W	24.8719775368	32.3322072963	25.4541093726	27.5527647352
3592	YNL291C	54.1699041026	14.958761518	13.5196511412	27.5494389206
3593	YLR136C	28.7955032292		26.3022992404	27.5489012348
3594	YKL181W	31.4378956096	34.7966226958	16.4028608656	27.545793057
3595	YCR023C	32.7026843003	21.2294787734	28.6155055681	27.5158895473
3596	YBR245C	25.0363465997	35.8500316873	21.6506617707	27.5123466859
3597	YLR046C	11.4342062884	6.16876487638	64.9311171986	27.5113627878
3598	YIL118W	23.5174770739	42.8283241669	16.1322483192	27.4926831867
3599	YDL232W	32.5417474613	27.830722975	22.0993446643	27.4906050335
3600	YKL096W-A	23.3347782098	31.8995177559	27.2019031924	27.4787330527
3601	YOR169C		33.8132317639	21.1362053465	27.4747185552
3602	YDR045C	26.2607399894	25.5118903174	30.5877220571	27.453450788
3603	YKL222C	39.8427327502		15.0321023438	27.437417547
3604	YBR071W	27.9803117572		26.8887992258	27.4345554915
3605	YGR278W	49.1195832123	4.01829046854	29.116614529	27.4181627366
3606	YOR200W	25.5133357954	34.8384077734	21.891525878	27.4144231489
3607	YEL074W	25.3091930196	39.2024402434	17.7310209165	27.4142180598
3608	YFR040W	31.8926370042	35.6604506283	14.6654632634	27.406183632
3609	YKL117W	27.1290402378	30.213751874	24.8756824576	27.4061581898
3610	YER157W		34.0584964996	20.7510429068	27.4047697032
3611	YOL146W		36.6909878942	18.1160280109	27.4035079525
3612	YDR335W	31.5683091228		23.2239967062	27.3961529145
3613	YLR419W		39.2795576318	15.5067390737	27.3931483527
3614	YNL270C	17.2108792533	inf	37.5625792734	27.3867292633
3615	YBL022C	22.7507131683	41.850818311	17.5347253791	27.3787522861
3616	YOL121C	28.1075692013	28.310988175	25.6982698933	27.3722757565
3617	YIL068C	34.9737704958		19.7597668158	27.3667686558
3618	YLR374C	16.8592194349	26.8663356104	38.3023573525	27.3426374659
3619	YIL030C	25.9068341537	35.8275234679	20.2853286294	27.339895417
3620	YHL008C	34.0017235184	30.240154248	17.7361409975	27.3260062546
3621	YIL156W	35.4930449886		19.1493872167	27.3212161026
3622	YLR049C	35.064106039	4.72787363494	42.1617299128	27.3179031956
3623	YJR147W	25.6733705325	34.5190723956	21.7605695973	27.3176708418
3624	YBR296C	24.1441139412		30.4786483048	27.311381123
3625	YML010W	19.7351940771	34.642493604	27.5371333475	27.3049403429
3626	YCR001W	21.3662153076	29.4766262226	31.0502414393	27.2976943232
3627	YOR369C	32.3216688539	28.6442018729	20.8877134178	27.2845280482
3628	YPL193W	25.1120381527	37.8223571196	18.9164774866	27.2836242529
3629	YCL051W	35.9113856349		18.6463821445	27.2788838897
3630	YPL098C	28.0513742243	32.1318174423	21.6368926117	27.2733614261
3631	YOR122C	17.9306595739	34.1141578191	29.7677389145	27.2708521025
3632	YOR118W	29.232614623	35.6526875441	16.9259765568	27.2704262413
3633	YDR053W	39.611472102	7.29191549345	34.8803500677	27.2612458877
3634	YCL010C	27.4971955321	33.9993282871	20.2741152238	27.256879681
3635	YOR390W	20.4523031124	40.5534500925	20.7075049545	27.2377527198
3636	YDR465C	23.3372425877	39.6538926511	18.7150466865	27.2353939751
3637	YBR249C	27.3891027535	26.2360751295	28.0722287561	27.2324688797
3638	YCR053W	19.5871777136	43.0360026426	19.041796321	27.2216588924
3639	YCR099C	16.7602229661	52.1060967902	12.7900344806	27.2187847457
3640	YLR129W	39.7904650889	22.666453454	19.1849228092	27.2139471174
3641	YLR226W	21.7995032997		32.6187530287	27.2091281642
3642	YOL057W	19.0736209544	33.2535931598	29.2748347012	27.2006829385
3643	YKL106W	25.2593418304	13.3825134806	42.9517536031	27.197869638
3644	YBR036C	34.6387654165	28.2240122982	18.7106518775	27.1911431974
3645	YDR468C	30.1817635414	35.112407877	16.2616416227	27.1852710137
3646	YBR259W	22.2651904834	44.1262284858	15.1626754487	27.1846981393
3647	YLR358C	33.7211043567	26.6000117061	21.2255605364	27.1822255331
3648	YNR065C	24.1509252761	32.9942645504	24.3786049799	27.1745982688
3649	YJL058C	30.6071676464		23.7304025513	27.1687850988
3650	YLR016C	27.8486553778	31.4065932133	22.2421047394	27.1657844435
3651	YMR227C	26.7747369289	45.7891442523	8.90483021468	27.1562371319
3652	YJR068W	28.6961201423	41.5786680874	11.1694166119	27.1480682806
3653	YPR189W	22.8061205465	38.1319213859	20.4982569966	27.1454329763
3654	YIL020C	34.0602809025	30.0117566103	17.3545042907	27.1421806012
3655	YNL134C	16.3822345856	40.7350857078	24.274923903	27.1307480655
3656	YKR010C	28.5262397832	38.0138486417	14.8428020261	27.1276301503
3657	YDL124W			27.1263085916	27.1263085916
3658	YDL111C		30.9984530256	23.2471892342	27.1228211299
3659	YCR073C	36.1203185934	26.5658090209	18.6308185788	27.1056487311
3660	YPR019W	27.7791901679	36.0788130847	17.4486751505	27.1022261344
3661	YBL100C	22.8378001013	38.1802340492	20.2484178618	27.0888173374
3662	YPR056W	31.2219533807		22.9553622782	27.0886578295
3663	YOR266W	34.7196589638	5.65998509337	40.8661048569	27.0819163047
3664	YNL230C	29.9943253518		24.1515361588	27.0729307553
3665	YML101C	24.9664390523	27.2690173504	28.9773028512	27.0709197513
3666	YJL143W	35.66503517	27.7469091245	17.7814615955	27.06446863
3667	YOR045W		34.4962519006	19.6235896575	27.0599207791
3668	YJL053W	39.7902166365		14.3158110283	27.0530138324
3669	YKL040C	34.7349556632	28.3935371861	18.0090928688	27.045861906
3670	YBR160W		31.4114139214	22.6721228438	27.0417683826
3671	YPL179W	20.7386986396	34.4165635843	25.9684759761	27.0412460667
3672	YBL076C	23.2079635506	31.4590703149	26.3903324378	27.0191221011
3673	YBR297W	40.117471426	4.52300247612	36.3917437332	27.0107392118
3674	YNR051C	34.561640876	25.4726676459	20.9720566502	27.002121724
3675	YJR125C	21.4696481391	42.3090370628	17.2116427489	26.9967759836
3676	YJL012C	28.6621595463	33.0353527527	19.2813108069	26.9929410353
3677	YHR172W	14.34936981		39.6331000218	26.9912349159
3678	YPL082C		34.7786977164	19.1833370895	26.981017403
3679	YOL126C	39.6189286513	31.2969926687	9.99918564006	26.97170232
3680	YLR189C	12.3174260172	41.2611757283	27.3353903044	26.9713306833
3681	YCL033C	35.9249666921	26.4873546702	18.4919404114	26.9680872579
3682	YDR028C	20.68657757		33.2314769183	26.9590272442
3683	YGL068W	31.073486051	32.5699018475	17.1954159038	26.9462679341
3684	YOL080C	33.037332568	23.8120835997	23.9711632335	26.9401931337
3685	YKR068C	33.8506163379	28.6227768231	18.3054930567	26.9262954059
3686	YPR057W	33.9725591397		19.8678507045	26.9202049221
3687	YGL105W	26.0477434535	30.7629673284	23.9470709648	26.9192605822
3688	YOR241W	23.8909439973	32.2269583678	24.6117387511	26.9098803721
3689	YER107C			26.9038945144	26.9038945144
3690	YKL128C	33.8489606971	19.3094621258	27.5415379713	26.8999869314
3691	YMR168C		42.4801901049	11.3061593501	26.8931747275
3692	YMR276W	29.8035886018	31.9849140846	18.8895637628	26.8926888164
3693	YGL030W	33.2075605525	23.4174312585	24.0306496926	26.8852138345
3694	YER125W	23.0153400576	32.2716744649	25.346873053	26.8779625252
3695	YNL005C	20.2311105057	35.8305112322	24.5422844648	26.8679687342
3696	YGR094W	26.6979794169	34.1905514261	19.6821316122	26.856887485
3697	YPR099C	18.9175347193	43.9245801049	17.7125199755	26.8515449332
3698	YLR261C		39.4077190703	14.2943336015	26.8510263359
3699	YPL014W	37.1753513413	15.3708501248	27.9868542169	26.8443518944
3700	YCR064C	28.4062291448	31.9909759492	20.1332587795	26.8434879578
3701	YDL071C	45.1561131485	4.88844128026	30.4776473173	26.8407339153
3702	YJL185C	31.1608759449	24.9997987949	24.3318038714	26.8308262037
3703	YML103C	29.3456388167		24.3156784967	26.8306586567
3704	YDR291W	42.8742890535	10.3606166691	27.250259076	26.8283882662
3705	YER032W	31.7584074529		21.8910265776	26.8247170152
3706	YJR105W	26.4890903256	29.0717793368	24.8972114352	26.8193603659
3707	YPL051W	24.2557966366		29.3803473792	26.8180720079
3708	YLR119W	44.9731287832	16.405143103	19.0312783048	26.803183397
3709	YOR223W	42.5586288381	21.9848391058	15.858356616	26.8006081866
3710	YAL010C	33.0621271055	17.7334363573	29.5803194924	26.7919609851
3711	YDL239C	22.161010015		31.3861132125	26.7735616138
3712	YDL108W	26.6837806538		26.8529894947	26.7683850743
3713	YGR007W		32.8782104115	20.6568138316	26.7675121216
3714	YOR087W	42.2444599684		11.2876703984	26.7660651834
3715	YCR072C	26.5329289068	16.19158758	37.5634757331	26.7626640733
3716	YDR237W	25.4999192507	28.3835029192	26.391386834	26.758269668
3717	YLR430W	31.9935502024	24.0318137747	24.213304973	26.7462229834
3718	YOL114C	36.8807646599		16.6008602653	26.7408124626
3719	YBR215W		37.4621981024	15.9936341341	26.7279161183
3720	YGL013C	20.9613823352	46.768337325	12.4333903512	26.7210366705
3721	YDR354W	29.322774203	33.2105500753	17.627916891	26.7204137231
3722	YBR267W	25.3787712522	38.2221377129	16.5450319226	26.7153136292
3723	YML074C	23.9197879793	33.3876436278	22.831309521	26.7129137094
3724	YML095C-A			26.7107338656	26.7107338656
3725	YER113C	17.693773082	44.8975537983	17.525233546	26.7055201421
3726	YMR120C	25.3552246438	27.1734314029	27.5774032089	26.7020197519
3727	YNR069C	18.4919115182		34.90410305	26.6980072841
3728	YJR094C			26.6968859732	26.6968859732
3729	YHR098C	26.1052025723	31.053464678	22.9315868176	26.696751356
3730	YCL017C	36.2953794652	26.4737516185	17.3065771635	26.6919027491
3731	YIL004C	30.0262531629	38.3469047178	11.7024651185	26.6918743331
3732	YDR048C	25.8283212406		27.5520867799	26.6902040102
3733	YAL029C	36.5165305179	15.8555412453	27.6962959656	26.6894559096
3734	YKL068W		27.5366275693	25.8343695035	26.6854985364
3735	YML028W	26.4506856098		26.9162438379	26.6834647238
3736	YKR103W	36.7675950196		16.596680942	26.6821379808
3737	YNL128W			26.6717525827	26.6717525827
3738	YDR307W	31.3869080809	34.1278196207	14.4937954754	26.6695077257
3739	YDR272W		32.8900440866	20.4466387521	26.6683414194
3740	YIL088C	33.356879636	28.9231590312	17.7158834047	26.6653073573
3741	YER050C	25.7754951614		27.5413403998	26.6584177806
3742	YLL014W	28.0478065343	25.471215451	26.4461495744	26.6550571866
3743	YDL103C		34.2495268212	19.0546820253	26.6521044232
3744	YNL331C	10.6509426973	35.5517974208	33.7470988727	26.6499463302
3745	YBR246W	28.493488924	29.3685336154	22.0748757512	26.6456327636
3746	YMR319C	30.7530652552	16.6372498118	32.5418614964	26.6440588545
3747	YPL080C	26.7051803508	25.2181743877	27.9992872682	26.6408806689
3748	YDL134C	22.2555382825	34.0390026436	23.6277645217	26.6407684826
3749	YDR363W		39.5157552212	13.7583573916	26.6370563064
3750	YOR136W	18.4965754672	35.7370464409	25.6724602373	26.6353607151
3751	YPR029C	26.1603482855	27.9457218985	25.7572167831	26.6210956557
3752	YGR129W	38.5071642361	6.61697612216	34.7245099994	26.6162167859
3753	YPL198W	24.3042616459	27.6017912612	27.9423642285	26.6161390452
3754	YLR254C	50.1776068448	14.3815563594	15.2479437426	26.6023689823
3755	YPR060C		27.8156574248	25.3807111226	26.5981842737
3756	YKR029C	24.4442760578	37.2046445719	18.108509549	26.5858100596
3757	YDR444W	15.8315671842	41.0551515285	22.8699463588	26.5855550238
3758	YDL125C	36.3119230444	22.1635641966	21.2644032381	26.579963493
3759	YOR227W	26.749346179	29.9126661862	23.0676500123	26.5765541258
3760	YJR153W	51.2749714486	10.102733822	18.3371184577	26.5716079094
3761	YMR247C	18.8190085245	40.3792877226	20.4934239482	26.5639067318
3762	YPL007C	42.8252332439	6.28223516545	30.5657842773	26.5577508956
3763	YGR207C	24.9331722935	25.1788158099	29.5469400137	26.552976039
3764	YAL022C	22.8111648359	40.9148376084	15.9151362263	26.5470462235
3765	YBR140C	27.7972405319		25.2915759313	26.5444082316
3766	YNL186W	25.2839564994	44.8093797484	9.52182663941	26.5383876291
