Source	Target	Path	Path Length
MEX3C	NONO	['MEX3C', 'UBC', 'NONO']	2
MEX3C	RPGR	['MEX3C', 'UBC', 'SMC1A', 'RPGR']	3
MEX3C	UPF3B	['MEX3C', 'UBC', 'UPF3B']	2
MEX3C	RBM3	['MEX3C', 'UBC', 'RBM3']	2
MEX3C	UTP14A	['MEX3C', 'UBC', 'UTP14A']	2
DDX3X	GNL3L	['DDX3X', 'UBC', 'GNL3L']	2
DDX3X	FMR1	['DDX3X', 'UBC', 'FMR1']	2
DDX3X	UBA1	['DDX3X', 'HDAC5', 'UBA1']	2
DDX3X	MECP2	['DDX3X', 'YY1', 'MECP2']	2
DDX3X	PHF6	['DDX3X', 'UBC', 'PHF6']	2
DDX3X	RBM10	['DDX3X', 'SREK1', 'RBM10']	2
DDX3X	GSPT2	['DDX3X', 'UBC', 'GSPT2']	2
DDX3X	SLC25A5	['DDX3X', 'SUMO2', 'SLC25A5']	2
DDX3X	EIF1AX	['DDX3X', 'UBC', 'EIF1AX']	2
DDX3X	NKRF	['DDX3X', 'SUMO2', 'NKRF']	2
DDX3X	RPS4X	['DDX3X', 'HDAC5', 'RPS4X']	2
DDX3X	RBMX2	['DDX3X', 'HDAC5', 'SRSF1', 'Bud13', 'RBMX2']	4
DDX3X	HTATSF1	['DDX3X', 'SUMO2', 'HTATSF1']	2
DDX3X	LAS1L	['DDX3X', 'SUMO2', 'LAS1L']	2
DDX3X	MBNL3	['DDX3X', 'UBC', 'MBNL3']	2
DDX3X	HUWE1	['DDX3X', 'UBC', 'HUWE1']	2
DDX3X	RPL10	['DDX3X', 'RAD21', 'RPL10']	2
DDX3X	RPL15	['DDX3X', 'SUMO2', 'RPL15']	2
DDX3X	RBMX	['DDX3X', 'HDAC5', 'RBMX']	2
DDX3X	NONO	['DDX3X', 'HDAC5', 'NONO']	2
DDX3X	RPGR	['DDX3X', 'HDAC5', 'SMC1A', 'RPGR']	3
DDX3X	UPF3B	['DDX3X', 'UBC', 'UPF3B']	2
DDX3X	RBM3	['DDX3X', 'UBC', 'RBM3']	2
DDX3X	HNRNPH2	['DDX3X', 'HDAC5', 'HNRNPH2']	2
DDX3X	UTP14A	['DDX3X', 'SUMO2', 'UTP14A']	2
DDX3X	DKC1	['DDX3X', 'UBC', 'DKC1']	2
DDX3X	MEX3C	['DDX3X', 'UBC', 'MEX3C']	2
DDX3X	FLNA	['DDX3X', 'HDAC5', 'FLNA']	2
FLNA	GNL3L	['FLNA', 'UBC', 'GNL3L']	2
FLNA	FMR1	['FLNA', 'UBC', 'FMR1']	2
FLNA	UBA1	['FLNA', 'HDAC5', 'UBA1']	2
FLNA	MECP2	['FLNA', 'SUMO2', 'MECP2']	2
FLNA	PHF6	['FLNA', 'UBC', 'PHF6']	2
FLNA	RBM10	['FLNA', 'UBC', 'RBM10']	2
FLNA	GSPT2	['FLNA', 'UBC', 'GSPT2']	2
FLNA	SLC25A5	['FLNA', 'SUMO2', 'SLC25A5']	2
FLNA	NKRF	['FLNA', 'SIRT7', 'NKRF']	2
FLNA	RPS4X	['FLNA', 'HDAC5', 'RPS4X']	2
FLNA	RBMX2	['FLNA', 'HDAC5', 'SRSF1', 'Bud13', 'RBMX2']	4
FLNA	HTATSF1	['FLNA', 'SUMO2', 'HTATSF1']	2
FLNA	LAS1L	['FLNA', 'SIRT7', 'LAS1L']	2
FLNA	MBNL3	['FLNA', 'UBC', 'MBNL3']	2
FLNA	HUWE1	['FLNA', 'SIRT7', 'HUWE1']	2
FLNA	RPL10	['FLNA', 'SRC', 'RPL10']	2
FLNA	RPL15	['FLNA', 'SIRT7', 'RPL15']	2
FLNA	RBMX	['FLNA', 'HDAC5', 'RBMX']	2
FLNA	NONO	['FLNA', 'HDAC5', 'NONO']	2
FLNA	RPGR	['FLNA', 'HDAC5', 'SMC1A', 'RPGR']	3
FLNA	UPF3B	['FLNA', 'UBC', 'UPF3B']	2
FLNA	RBM3	['FLNA', 'UBC', 'RBM3']	2
FLNA	HNRNPH2	['FLNA', 'HDAC5', 'HNRNPH2']	2
FLNA	UTP14A	['FLNA', 'SUMO2', 'UTP14A']	2
FLNA	MEX3C	['FLNA', 'UBC', 'MEX3C']	2
