Source	Target	Path	Path Length
CTNNA1	TPR	['CTNNA1', 'SIRT7', 'TPR']	2
CTNNA1	MAP4	['CTNNA1', 'SIRT7', 'MAP4']	2
CTNNA1	NOP16	['CTNNA1', 'UBC', 'NOP16']	2
CTNNA1	FAM120A	['CTNNA1', 'SIRT7', 'FAM120A']	2
CTNNA1	PTCD2	['CTNNA1', 'UBC', 'PTCD2']	2
CTNNA1	RRP12	['CTNNA1', 'SIRT7', 'RRP12']	2
CTNNA1	MRTO4	['CTNNA1', 'SIRT7', 'MRTO4']	2
CTNNA1	THRAP3	['CTNNA1', 'SUMO2', 'THRAP3']	2
CTNNA1	NOP58	['CTNNA1', 'SIRT7', 'NOP58']	2
CTNNA1	USP36	['CTNNA1', 'UBC', 'USP36']	2
CTNNA1	MLL3	['CTNNA1', 'UBC', 'MLL3']	2
CTNNA1	PUM2	['CTNNA1', 'UBC', 'PUM2']	2
CTNNA1	MRPL43	['CTNNA1', 'UBC', 'MRPL43']	2
CTNNA1	ZFR	['CTNNA1', 'SIRT7', 'ZFR']	2
CTNNA1	RC3H2	['CTNNA1', 'SUMO2', 'UBE2I', 'RC3H2']	3
CTNNA1	ZC3H11A	['CTNNA1', 'SUMO2', 'ZC3H11A']	2
CTNNA1	PARP12	['CTNNA1', 'UBC', 'PARP12']	2
YTHDC2	ZCCHC8	['YTHDC2', 'SIRT7', 'ZCCHC8']	2
YTHDC2	ZFR	['YTHDC2', 'SIRT7', 'ZFR']	2
YTHDC2	ZC3H11A	['YTHDC2', 'SIRT7', 'ZC3H11A']	2
POLR2B	RBM6	['POLR2B', 'SUMO2', 'RBM6']	2
POLR2B	UPF1	['POLR2B', 'UBC', 'UPF1']	2
POLR2B	SLC25A5	['POLR2B', 'SUMO2', 'SLC25A5']	2
POLR2B	RPS20	['POLR2B', 'UBC', 'RPS20']	2
POLR2B	UTP18	['POLR2B', 'SUMO2', 'UTP18']	2
POLR2B	PTBP1	['POLR2B', 'SUMO2', 'PTBP1']	2
POLR2B	SAMD4A	['POLR2B', 'UBC', 'YWHAG', 'SAMD4A']	3
POLR2B	STRAP	['POLR2B', 'UBC', 'STRAP']	2
POLR2B	SEC63	['POLR2B', 'UBC', 'SEC63']	2
POLR2B	TFB1M	['POLR2B', 'UBC', 'TFB1M']	2
POLR2B	ZCCHC8	['POLR2B', 'UBC', 'ZCCHC8']	2
POLR2B	SKIV2L2	['POLR2B', 'SUMO2', 'SKIV2L2']	2
POLR2B	STAU2	['POLR2B', 'tat', 'STAU2']	2
POLR2B	YTHDC2	['POLR2B', 'UBC', 'YTHDC2']	2
POLR2B	TPR	['POLR2B', 'SUMO2', 'TPR']	2
POLR2B	PTCD2	['POLR2B', 'UBC', 'PTCD2']	2
POLR2B	RRP12	['POLR2B', 'SUMO2', 'RRP12']	2
POLR2B	THRAP3	['POLR2B', 'SUMO2', 'THRAP3']	2
POLR2B	USP36	['POLR2B', 'UBC', 'USP36']	2
POLR2B	PUM2	['POLR2B', 'UBC', 'PUM2']	2
POLR2B	ZFR	['POLR2B', 'RPAP1', 'ZFR']	2
POLR2B	RC3H2	['POLR2B', 'SUMO2', 'UBE2I', 'RC3H2']	3
POLR2B	ZC3H11A	['POLR2B', 'SUMO2', 'ZC3H11A']	2
TPR	UPF1	['TPR', 'SIRT7', 'UPF1']	2
TPR	UTP18	['TPR', 'SIRT7', 'UTP18']	2
TPR	ZCCHC8	['TPR', 'SIRT7', 'ZCCHC8']	2
TPR	YTHDC2	['TPR', 'SIRT7', 'YTHDC2']	2
TPR	USP36	['TPR', 'UBC', 'USP36']	2
TPR	ZFR	['TPR', 'SIRT7', 'ZFR']	2
TPR	ZC3H11A	['TPR', 'SUMO1', 'ZC3H11A']	2
MAP4	RBM6	['MAP4', 'SIRT7', 'RBM6']	2
MAP4	UPF1	['MAP4', 'SIRT7', 'UPF1']	2
MAP4	SLC25A5	['MAP4', 'UBC', 'SLC25A5']	2
MAP4	RPS20	['MAP4', 'UBC', 'RPS20']	2
MAP4	UTP18	['MAP4', 'SIRT7', 'UTP18']	2
MAP4	PTBP1	['MAP4', 'SUMO1', 'PTBP1']	2
MAP4	MATR3	['MAP4', 'SUMO1', 'MATR3']	2
MAP4	SAMD4A	['MAP4', 'UBC', 'YWHAG', 'SAMD4A']	3
MAP4	STRAP	['MAP4', 'GSK3B', 'STRAP']	2
MAP4	SEC63	['MAP4', 'UBC', 'SEC63']	2
MAP4	TFB1M	['MAP4', 'UBC', 'TFB1M']	2
MAP4	ZCCHC8	['MAP4', 'SIRT7', 'ZCCHC8']	2
MAP4	NSUN2	['MAP4', 'SUMO1', 'NSUN2']	2
MAP4	SKIV2L2	['MAP4', 'SIRT7', 'SKIV2L2']	2
MAP4	STAU2	['MAP4', 'UBC', 'STAU2']	2
MAP4	YTHDC2	['MAP4', 'SIRT7', 'YTHDC2']	2
MAP4	POLR2B	['MAP4', 'UBC', 'POLR2B']	2
MAP4	TPR	['MAP4', 'SIRT7', 'TPR']	2
MAP4	NOP16	['MAP4', 'UBC', 'NOP16']	2
MAP4	PTCD2	['MAP4', 'UBC', 'PTCD2']	2
MAP4	RRP12	['MAP4', 'SIRT7', 'RRP12']	2
MAP4	MRTO4	['MAP4', 'SIRT7', 'MRTO4']	2
MAP4	THRAP3	['MAP4', 'SUMO1', 'THRAP3']	2
MAP4	NOP58	['MAP4', 'SIRT7', 'NOP58']	2
MAP4	USP36	['MAP4', 'UBC', 'USP36']	2
MAP4	MLL3	['MAP4', 'UBC', 'MLL3']	2
MAP4	PUM2	['MAP4', 'UBC', 'PUM2']	2
MAP4	MRPL43	['MAP4', 'UBC', 'MRPL43']	2
MAP4	ZFR	['MAP4', 'SIRT7', 'ZFR']	2
MAP4	RC3H2	['MAP4', 'SUMO1', 'UBE2I', 'RC3H2']	3
MAP4	ZC3H11A	['MAP4', 'SUMO1', 'ZC3H11A']	2
MAP4	PARP12	['MAP4', 'UBC', 'PARP12']	2
NOP16	RBM6	['NOP16', 'UBC', 'RBM6']	2
NOP16	UPF1	['NOP16', 'UBC', 'UPF1']	2
NOP16	SLC25A5	['NOP16', 'UBC', 'SLC25A5']	2
NOP16	RPS20	['NOP16', 'UBC', 'RPS20']	2
NOP16	UTP18	['NOP16', 'UBC', 'UTP18']	2
NOP16	PTBP1	['NOP16', 'UBC', 'PTBP1']	2
NOP16	SAMD4A	['NOP16', 'UBC', 'YWHAG', 'SAMD4A']	3
NOP16	STRAP	['NOP16', 'UBC', 'STRAP']	2
NOP16	SEC63	['NOP16', 'UBC', 'SEC63']	2
NOP16	TFB1M	['NOP16', 'UBC', 'TFB1M']	2
NOP16	ZCCHC8	['NOP16', 'UBC', 'ZCCHC8']	2
NOP16	NSUN2	['NOP16', 'UBC', 'NSUN2']	2
NOP16	SKIV2L2	['NOP16', 'UBC', 'SKIV2L2']	2
NOP16	STAU2	['NOP16', 'UBC', 'STAU2']	2
NOP16	YTHDC2	['NOP16', 'UBC', 'YTHDC2']	2
NOP16	POLR2B	['NOP16', 'UBC', 'POLR2B']	2
NOP16	TPR	['NOP16', 'UBC', 'TPR']	2
NOP16	PTCD2	['NOP16', 'UBC', 'PTCD2']	2
NOP16	RRP12	['NOP16', 'UBC', 'RRP12']	2
NOP16	THRAP3	['NOP16', 'UBC', 'THRAP3']	2
NOP16	NOP58	['NOP16', 'UBC', 'NOP58']	2
NOP16	USP36	['NOP16', 'UBC', 'USP36']	2
NOP16	PUM2	['NOP16', 'UBC', 'PUM2']	2
NOP16	ZFR	['NOP16', 'UBC', 'ZFR']	2
NOP16	RC3H2	['NOP16', 'UBC', 'UBE2I', 'RC3H2']	3
NOP16	ZC3H11A	['NOP16', 'UBC', 'ZC3H11A']	2
NOP16	PARP12	['NOP16', 'UBC', 'PARP12']	2
FAM120A	LAS1L	['FAM120A', 'SIRT7', 'LAS1L']	2
FAM120A	FKBP4	['FAM120A', 'SIRT7', 'FKBP4']	2
FAM120A	RBM6	['FAM120A', 'SIRT7', 'RBM6']	2
FAM120A	UPF1	['FAM120A', 'SIRT7', 'UPF1']	2
FAM120A	SLC25A5	['FAM120A', 'UBC', 'SLC25A5']	2
FAM120A	RPS20	['FAM120A', 'UBC', 'RPS20']	2
FAM120A	UTP18	['FAM120A', 'SIRT7', 'UTP18']	2
FAM120A	PTBP1	['FAM120A', 'UBC', 'PTBP1']	2
FAM120A	MATR3	['FAM120A', 'UBC', 'MATR3']	2
FAM120A	SAMD4A	['FAM120A', 'UBC', 'YWHAG', 'SAMD4A']	3
FAM120A	STRAP	['FAM120A', 'UBC', 'STRAP']	2
FAM120A	SEC63	['FAM120A', 'UBC', 'SEC63']	2
FAM120A	TFB1M	['FAM120A', 'UBC', 'TFB1M']	2
FAM120A	GRN	['FAM120A', 'UBC', 'VHL', 'GRN']	3
FAM120A	ZCCHC8	['FAM120A', 'SIRT7', 'ZCCHC8']	2
FAM120A	NSUN2	['FAM120A', 'SIRT7', 'NSUN2']	2
FAM120A	SKIV2L2	['FAM120A', 'SIRT7', 'SKIV2L2']	2
FAM120A	STAU2	['FAM120A', 'UBC', 'STAU2']	2
FAM120A	YTHDC2	['FAM120A', 'SIRT7', 'YTHDC2']	2
FAM120A	POLR2B	['FAM120A', 'UBC', 'POLR2B']	2
FAM120A	TPR	['FAM120A', 'SIRT7', 'TPR']	2
FAM120A	MAP4	['FAM120A', 'SIRT7', 'MAP4']	2
FAM120A	NOP16	['FAM120A', 'UBC', 'NOP16']	2
FAM120A	PTCD2	['FAM120A', 'UBC', 'PTCD2']	2
FAM120A	RRP12	['FAM120A', 'SIRT7', 'RRP12']	2
FAM120A	MRTO4	['FAM120A', 'SIRT7', 'MRTO4']	2
FAM120A	THRAP3	['FAM120A', 'UBC', 'THRAP3']	2
FAM120A	NOP58	['FAM120A', 'SIRT7', 'NOP58']	2
FAM120A	USP36	['FAM120A', 'UBC', 'USP36']	2
FAM120A	MLL3	['FAM120A', 'UBC', 'MLL3']	2
FAM120A	PUM2	['FAM120A', 'UBC', 'PUM2']	2
FAM120A	MRPL43	['FAM120A', 'Ybx1', 'MRPL43']	2
FAM120A	ZFR	['FAM120A', 'SIRT7', 'ZFR']	2
FAM120A	RC3H2	['FAM120A', 'UBC', 'UBE2I', 'RC3H2']	3
FAM120A	ZC3H11A	['FAM120A', 'SIRT7', 'ZC3H11A']	2
FAM120A	PARP12	['FAM120A', 'UBC', 'PARP12']	2
PTCD2	RBM6	['PTCD2', 'UBC', 'RBM6']	2
PTCD2	UPF1	['PTCD2', 'UBC', 'UPF1']	2
PTCD2	SLC25A5	['PTCD2', 'UBC', 'SLC25A5']	2
PTCD2	RPS20	['PTCD2', 'UBC', 'RPS20']	2
PTCD2	UTP18	['PTCD2', 'UBC', 'UTP18']	2
PTCD2	SAMD4A	['PTCD2', 'UBC', 'YWHAG', 'SAMD4A']	3
PTCD2	STRAP	['PTCD2', 'UBC', 'STRAP']	2
PTCD2	SEC63	['PTCD2', 'UBC', 'SEC63']	2
PTCD2	TFB1M	['PTCD2', 'UBC', 'TFB1M']	2
PTCD2	ZCCHC8	['PTCD2', 'UBC', 'ZCCHC8']	2
PTCD2	SKIV2L2	['PTCD2', 'UBC', 'SKIV2L2']	2
PTCD2	STAU2	['PTCD2', 'UBC', 'STAU2']	2
PTCD2	YTHDC2	['PTCD2', 'UBC', 'YTHDC2']	2
PTCD2	TPR	['PTCD2', 'UBC', 'TPR']	2
PTCD2	RRP12	['PTCD2', 'UBC', 'RRP12']	2
PTCD2	THRAP3	['PTCD2', 'UBC', 'THRAP3']	2
PTCD2	USP36	['PTCD2', 'UBC', 'USP36']	2
PTCD2	PUM2	['PTCD2', 'UBC', 'PUM2']	2
PTCD2	ZFR	['PTCD2', 'UBC', 'ZFR']	2
PTCD2	RC3H2	['PTCD2', 'UBC', 'UBE2I', 'RC3H2']	3
PTCD2	ZC3H11A	['PTCD2', 'UBC', 'ZC3H11A']	2
RRP12	UPF1	['RRP12', 'SIRT7', 'UPF1']	2
RRP12	SLC25A5	['RRP12', 'SUMO2', 'SLC25A5']	2
RRP12	UTP18	['RRP12', 'SIRT7', 'UTP18']	2
RRP12	SAMD4A	['RRP12', 'UBC', 'YWHAG', 'SAMD4A']	3
RRP12	STRAP	['RRP12', 'UBC', 'STRAP']	2
RRP12	SEC63	['RRP12', 'UBC', 'SEC63']	2
RRP12	TFB1M	['RRP12', 'UBC', 'TFB1M']	2
RRP12	ZCCHC8	['RRP12', 'SIRT7', 'ZCCHC8']	2
RRP12	SKIV2L2	['RRP12', 'SIRT7', 'SKIV2L2']	2
RRP12	STAU2	['RRP12', 'UBC', 'STAU2']	2
RRP12	YTHDC2	['RRP12', 'SIRT7', 'YTHDC2']	2
RRP12	TPR	['RRP12', 'SIRT7', 'TPR']	2
RRP12	THRAP3	['RRP12', 'SUMO2', 'THRAP3']	2
RRP12	USP36	['RRP12', 'UBC', 'USP36']	2
RRP12	ZFR	['RRP12', 'SIRT7', 'ZFR']	2
RRP12	ZC3H11A	['RRP12', 'SUMO2', 'ZC3H11A']	2
MRTO4	RBM6	['MRTO4', 'SIRT7', 'RBM6']	2
MRTO4	UPF1	['MRTO4', 'SIRT7', 'UPF1']	2
MRTO4	SLC25A5	['MRTO4', 'UBC', 'SLC25A5']	2
MRTO4	RPS20	['MRTO4', 'UBC', 'RPS20']	2
MRTO4	UTP18	['MRTO4', 'SIRT7', 'UTP18']	2
MRTO4	PTBP1	['MRTO4', 'UBC', 'PTBP1']	2
MRTO4	SAMD4A	['MRTO4', 'UBC', 'YWHAG', 'SAMD4A']	3
MRTO4	STRAP	['MRTO4', 'UBC', 'STRAP']	2
MRTO4	SEC63	['MRTO4', 'UBC', 'SEC63']	2
MRTO4	TFB1M	['MRTO4', 'UBC', 'TFB1M']	2
MRTO4	ZCCHC8	['MRTO4', 'SIRT7', 'ZCCHC8']	2
MRTO4	NSUN2	['MRTO4', 'SIRT7', 'NSUN2']	2
MRTO4	SKIV2L2	['MRTO4', 'SIRT7', 'SKIV2L2']	2
MRTO4	STAU2	['MRTO4', 'UBC', 'STAU2']	2
MRTO4	YTHDC2	['MRTO4', 'SIRT7', 'YTHDC2']	2
MRTO4	POLR2B	['MRTO4', 'UBC', 'POLR2B']	2
MRTO4	TPR	['MRTO4', 'SIRT7', 'TPR']	2
MRTO4	NOP16	['MRTO4', 'UBC', 'NOP16']	2
MRTO4	PTCD2	['MRTO4', 'UBC', 'PTCD2']	2
MRTO4	RRP12	['MRTO4', 'SIRT7', 'RRP12']	2
MRTO4	THRAP3	['MRTO4', 'UBC', 'THRAP3']	2
MRTO4	NOP58	['MRTO4', 'SIRT7', 'NOP58']	2
MRTO4	USP36	['MRTO4', 'UBC', 'USP36']	2
MRTO4	PUM2	['MRTO4', 'UBC', 'PUM2']	2
MRTO4	ZFR	['MRTO4', 'SIRT7', 'ZFR']	2
MRTO4	RC3H2	['MRTO4', 'UBC', 'UBE2I', 'RC3H2']	3
MRTO4	ZC3H11A	['MRTO4', 'SIRT7', 'ZC3H11A']	2
MRTO4	PARP12	['MRTO4', 'UBC', 'PARP12']	2
THRAP3	UPF1	['THRAP3', 'UBC', 'UPF1']	2
THRAP3	UTP18	['THRAP3', 'SUMO2', 'UTP18']	2
THRAP3	ZCCHC8	['THRAP3', 'UBC', 'ZCCHC8']	2
THRAP3	YTHDC2	['THRAP3', 'UBC', 'YTHDC2']	2
THRAP3	TPR	['THRAP3', 'Mad2l1', 'TPR']	2
THRAP3	USP36	['THRAP3', 'PARP1', 'USP36']	2
THRAP3	ZFR	['THRAP3', 'UBC', 'ZFR']	2
THRAP3	ZC3H11A	['THRAP3', 'SUMO1', 'ZC3H11A']	2
NOP58	RBM6	['NOP58', 'SUMO2', 'RBM6']	2
NOP58	UPF1	['NOP58', 'SIRT7', 'UPF1']	2
NOP58	SLC25A5	['NOP58', 'SUMO2', 'SLC25A5']	2
NOP58	RPS20	['NOP58', 'UBC', 'RPS20']	2
NOP58	UTP18	['NOP58', 'SIRT7', 'UTP18']	2
NOP58	PTBP1	['NOP58', 'SUMO2', 'PTBP1']	2
NOP58	SAMD4A	['NOP58', 'UBC', 'YWHAG', 'SAMD4A']	3
NOP58	STRAP	['NOP58', 'SMN1', 'STRAP']	2
NOP58	SEC63	['NOP58', 'UBC', 'SEC63']	2
NOP58	TFB1M	['NOP58', 'UBC', 'TFB1M']	2
NOP58	ZCCHC8	['NOP58', 'SIRT7', 'ZCCHC8']	2
NOP58	NSUN2	['NOP58', 'SIRT7', 'NSUN2']	2
NOP58	SKIV2L2	['NOP58', 'SIRT7', 'SKIV2L2']	2
NOP58	STAU2	['NOP58', 'tat', 'STAU2']	2
NOP58	YTHDC2	['NOP58', 'SIRT7', 'YTHDC2']	2
NOP58	POLR2B	['NOP58', 'SUMO2', 'POLR2B']	2
NOP58	TPR	['NOP58', 'SIRT7', 'TPR']	2
NOP58	PTCD2	['NOP58', 'UBC', 'PTCD2']	2
NOP58	RRP12	['NOP58', 'SIRT7', 'RRP12']	2
NOP58	THRAP3	['NOP58', 'SMN1', 'THRAP3']	2
NOP58	USP36	['NOP58', 'UBC', 'USP36']	2
NOP58	PUM2	['NOP58', 'UBC', 'PUM2']	2
NOP58	ZFR	['NOP58', 'SIRT7', 'ZFR']	2
NOP58	RC3H2	['NOP58', 'SUMO2', 'UBE2I', 'RC3H2']	3
NOP58	ZC3H11A	['NOP58', 'SUMO2', 'ZC3H11A']	2
NOP58	PARP12	['NOP58', 'UBC', 'PARP12']	2
USP36	UTP18	['USP36', 'UTP18']	1
USP36	ZCCHC8	['USP36', 'UBC', 'ZCCHC8']	2
USP36	YTHDC2	['USP36', 'UBC', 'YTHDC2']	2
USP36	ZFR	['USP36', 'UBC', 'ZFR']	2
USP36	ZC3H11A	['USP36', 'UBC', 'ZC3H11A']	2
MLL3	RBM6	['MLL3', 'UBC', 'RBM6']	2
MLL3	UPF1	['MLL3', 'UBC', 'UPF1']	2
MLL3	SLC25A5	['MLL3', 'UBC', 'SLC25A5']	2
MLL3	RPS20	['MLL3', 'UBC', 'RPS20']	2
MLL3	UTP18	['MLL3', 'UBC', 'UTP18']	2
MLL3	PTBP1	['MLL3', 'UBC', 'PTBP1']	2
MLL3	SAMD4A	['MLL3', 'UBC', 'YWHAG', 'SAMD4A']	3
MLL3	STRAP	['MLL3', 'UBC', 'STRAP']	2
MLL3	SEC63	['MLL3', 'UBC', 'SEC63']	2
MLL3	TFB1M	['MLL3', 'UBC', 'TFB1M']	2
MLL3	ZCCHC8	['MLL3', 'UBC', 'ZCCHC8']	2
MLL3	NSUN2	['MLL3', 'UBC', 'NSUN2']	2
MLL3	SKIV2L2	['MLL3', 'UBC', 'SKIV2L2']	2
MLL3	STAU2	['MLL3', 'UBC', 'STAU2']	2
MLL3	YTHDC2	['MLL3', 'UBC', 'YTHDC2']	2
MLL3	POLR2B	['MLL3', 'WDR82', 'POLR2B']	2
MLL3	TPR	['MLL3', 'UBC', 'TPR']	2
MLL3	NOP16	['MLL3', 'UBC', 'NOP16']	2
MLL3	PTCD2	['MLL3', 'UBC', 'PTCD2']	2
MLL3	RRP12	['MLL3', 'UBC', 'RRP12']	2
MLL3	MRTO4	['MLL3', 'UBC', 'MRTO4']	2
MLL3	THRAP3	['MLL3', 'H3F3A', 'THRAP3']	2
MLL3	NOP58	['MLL3', 'UBC', 'NOP58']	2
MLL3	USP36	['MLL3', 'UBC', 'USP36']	2
MLL3	PUM2	['MLL3', 'UBC', 'PUM2']	2
MLL3	MRPL43	['MLL3', 'UBC', 'MRPL43']	2
MLL3	ZFR	['MLL3', 'UBC', 'ZFR']	2
MLL3	RC3H2	['MLL3', 'UBC', 'UBE2I', 'RC3H2']	3
MLL3	ZC3H11A	['MLL3', 'UBC', 'ZC3H11A']	2
MLL3	PARP12	['MLL3', 'UBC', 'PARP12']	2
PUM2	RBM6	['PUM2', 'UBC', 'RBM6']	2
PUM2	UPF1	['PUM2', 'UBC', 'UPF1']	2
PUM2	SLC25A5	['PUM2', 'UBC', 'SLC25A5']	2
PUM2	RPS20	['PUM2', 'UBC', 'RPS20']	2
PUM2	UTP18	['PUM2', 'UBC', 'UTP18']	2
PUM2	SAMD4A	['PUM2', 'UBC', 'YWHAG', 'SAMD4A']	3
PUM2	STRAP	['PUM2', 'UBC', 'STRAP']	2
PUM2	SEC63	['PUM2', 'UBC', 'SEC63']	2
PUM2	TFB1M	['PUM2', 'UBC', 'TFB1M']	2
PUM2	ZCCHC8	['PUM2', 'UBC', 'ZCCHC8']	2
PUM2	SKIV2L2	['PUM2', 'UBC', 'SKIV2L2']	2
PUM2	STAU2	['PUM2', 'UBC', 'STAU2']	2
PUM2	YTHDC2	['PUM2', 'UBC', 'YTHDC2']	2
PUM2	TPR	['PUM2', 'UBC', 'TPR']	2
PUM2	RRP12	['PUM2', 'UBC', 'RRP12']	2
PUM2	THRAP3	['PUM2', 'UBC', 'THRAP3']	2
PUM2	USP36	['PUM2', 'UBC', 'USP36']	2
PUM2	ZFR	['PUM2', 'UBC', 'ZFR']	2
PUM2	RC3H2	['PUM2', 'UBC', 'UBE2I', 'RC3H2']	3
PUM2	ZC3H11A	['PUM2', 'UBC', 'ZC3H11A']	2
MRPL43	RBM6	['MRPL43', 'UBC', 'RBM6']	2
MRPL43	UPF1	['MRPL43', 'UBC', 'UPF1']	2
MRPL43	SLC25A5	['MRPL43', 'ICT1', 'SLC25A5']	2
MRPL43	RPS20	['MRPL43', 'UBC', 'RPS20']	2
MRPL43	UTP18	['MRPL43', 'UBC', 'UTP18']	2
MRPL43	PTBP1	['MRPL43', 'ARRB2', 'PTBP1']	2
MRPL43	SAMD4A	['MRPL43', 'UBC', 'YWHAG', 'SAMD4A']	3
MRPL43	STRAP	['MRPL43', 'UBC', 'STRAP']	2
MRPL43	SEC63	['MRPL43', 'UBC', 'SEC63']	2
MRPL43	TFB1M	['MRPL43', 'UBC', 'TFB1M']	2
MRPL43	ZCCHC8	['MRPL43', 'UBC', 'ZCCHC8']	2
MRPL43	NSUN2	['MRPL43', 'UBC', 'NSUN2']	2
MRPL43	SKIV2L2	['MRPL43', 'UBC', 'SKIV2L2']	2
MRPL43	STAU2	['MRPL43', 'UBC', 'STAU2']	2
MRPL43	YTHDC2	['MRPL43', 'UBC', 'YTHDC2']	2
MRPL43	POLR2B	['MRPL43', 'UBC', 'POLR2B']	2
MRPL43	TPR	['MRPL43', 'UBC', 'TPR']	2
MRPL43	NOP16	['MRPL43', 'UBC', 'NOP16']	2
MRPL43	PTCD2	['MRPL43', 'UBC', 'PTCD2']	2
MRPL43	RRP12	['MRPL43', 'DDX56', 'RRP12']	2
MRPL43	MRTO4	['MRPL43', 'UBC', 'MRTO4']	2
MRPL43	THRAP3	['MRPL43', 'UBC', 'THRAP3']	2
MRPL43	NOP58	['MRPL43', 'UBC', 'NOP58']	2
MRPL43	USP36	['MRPL43', 'UBC', 'USP36']	2
MRPL43	PUM2	['MRPL43', 'UBC', 'PUM2']	2
MRPL43	ZFR	['MRPL43', 'UBC', 'ZFR']	2
MRPL43	RC3H2	['MRPL43', 'UBC', 'UBE2I', 'RC3H2']	3
MRPL43	ZC3H11A	['MRPL43', 'UBC', 'ZC3H11A']	2
MRPL43	PARP12	['MRPL43', 'UBC', 'PARP12']	2
RC3H2	UPF1	['RC3H2', 'UBE2I', 'UBC', 'UPF1']	3
RC3H2	SLC25A5	['RC3H2', 'UBE2I', 'SUMO2', 'SLC25A5']	3
RC3H2	RPS20	['RC3H2', 'UBE2I', 'UBC', 'RPS20']	3
RC3H2	UTP18	['RC3H2', 'UBE2I', 'SUMO2', 'UTP18']	3
RC3H2	SAMD4A	['RC3H2', 'UBE2I', 'UBC', 'YWHAG', 'SAMD4A']	4
RC3H2	STRAP	['RC3H2', 'UBE2I', 'UBC', 'STRAP']	3
RC3H2	SEC63	['RC3H2', 'UBE2I', 'UBC', 'SEC63']	3
RC3H2	TFB1M	['RC3H2', 'UBE2I', 'UBC', 'TFB1M']	3
RC3H2	ZCCHC8	['RC3H2', 'UBE2I', 'BRCA1', 'ZCCHC8']	3
RC3H2	SKIV2L2	['RC3H2', 'UBE2I', 'SUMO1', 'SKIV2L2']	3
RC3H2	STAU2	['RC3H2', 'UBE2I', 'UBC', 'STAU2']	3
RC3H2	YTHDC2	['RC3H2', 'UBE2I', 'UBC', 'YTHDC2']	3
RC3H2	TPR	['RC3H2', 'UBE2I', 'SUMO1', 'TPR']	3
RC3H2	RRP12	['RC3H2', 'UBE2I', 'SUMO2', 'RRP12']	3
RC3H2	THRAP3	['RC3H2', 'UBE2I', 'SUMO1', 'THRAP3']	3
RC3H2	USP36	['RC3H2', 'UBE2I', 'UBC', 'USP36']	3
RC3H2	ZFR	['RC3H2', 'UBE2I', 'UBC', 'ZFR']	3
RC3H2	ZC3H11A	['RC3H2', 'UBE2I', 'SUMO1', 'ZC3H11A']	3
ZC3H11A	ZCCHC8	['ZC3H11A', 'SIRT7', 'ZCCHC8']	2
ZC3H11A	ZFR	['ZC3H11A', 'SIRT7', 'ZFR']	2
PARP12	RBM6	['PARP12', 'UBC', 'RBM6']	2
PARP12	UPF1	['PARP12', 'UBC', 'UPF1']	2
PARP12	SLC25A5	['PARP12', 'UBC', 'SLC25A5']	2
PARP12	RPS20	['PARP12', 'UBC', 'RPS20']	2
PARP12	UTP18	['PARP12', 'UBC', 'UTP18']	2
PARP12	PTBP1	['PARP12', 'UBC', 'PTBP1']	2
PARP12	SAMD4A	['PARP12', 'UBC', 'YWHAG', 'SAMD4A']	3
PARP12	STRAP	['PARP12', 'UBC', 'STRAP']	2
PARP12	SEC63	['PARP12', 'UBC', 'SEC63']	2
PARP12	TFB1M	['PARP12', 'UBC', 'TFB1M']	2
PARP12	ZCCHC8	['PARP12', 'UBC', 'ZCCHC8']	2
PARP12	SKIV2L2	['PARP12', 'UBC', 'SKIV2L2']	2
PARP12	STAU2	['PARP12', 'UBC', 'STAU2']	2
PARP12	YTHDC2	['PARP12', 'UBC', 'YTHDC2']	2
PARP12	POLR2B	['PARP12', 'UBC', 'POLR2B']	2
PARP12	TPR	['PARP12', 'UBC', 'TPR']	2
PARP12	PTCD2	['PARP12', 'UBC', 'PTCD2']	2
PARP12	RRP12	['PARP12', 'UBC', 'RRP12']	2
PARP12	THRAP3	['PARP12', 'UBC', 'THRAP3']	2
PARP12	USP36	['PARP12', 'UBC', 'USP36']	2
PARP12	PUM2	['PARP12', 'UBC', 'PUM2']	2
PARP12	ZFR	['PARP12', 'UBC', 'ZFR']	2
PARP12	RC3H2	['PARP12', 'UBC', 'UBE2I', 'RC3H2']	3
PARP12	ZC3H11A	['PARP12', 'UBC', 'ZC3H11A']	2
ALDH18A1	LAS1L	['ALDH18A1', 'SIRT7', 'LAS1L']	2
ALDH18A1	FKBP4	['ALDH18A1', 'SIRT7', 'FKBP4']	2
ALDH18A1	RBM6	['ALDH18A1', 'SIRT7', 'RBM6']	2
ALDH18A1	UPF1	['ALDH18A1', 'HDAC5', 'UPF1']	2
ALDH18A1	SLC25A5	['ALDH18A1', 'ICT1', 'SLC25A5']	2
ALDH18A1	DHX33	['ALDH18A1', 'UBC', 'DHX33']	2
ALDH18A1	ELAC2	['ALDH18A1', 'UBC', 'ELAC2']	2
ALDH18A1	CCDC124	['ALDH18A1', 'UBC', 'CCDC124']	2
ALDH18A1	RPS20	['ALDH18A1', 'UBC', 'RPS20']	2
ALDH18A1	CSDE1	['ALDH18A1', 'SIRT7', 'CSDE1']	2
ALDH18A1	UTP18	['ALDH18A1', 'SIRT7', 'UTP18']	2
ALDH18A1	PTBP1	['ALDH18A1', 'HDAC5', 'PTBP1']	2
ALDH18A1	DCN	['ALDH18A1', 'HDAC5', 'FLNA', 'DCN']	3
