Source	Target	Path	Path Length
ALDH18A1	MATR3	['ALDH18A1', 'UBC', 'MATR3']	2
ALDH18A1	SAMD4A	['ALDH18A1', 'UBC', 'YWHAG', 'SAMD4A']	3
ALDH18A1	AQR	['ALDH18A1', 'SIRT7', 'AQR']	2
ALDH18A1	STRAP	['ALDH18A1', 'HDAC5', 'STRAP']	2
ALDH18A1	SEC63	['ALDH18A1', 'UBC', 'SEC63']	2
ALDH18A1	BCLAF1	['ALDH18A1', 'UBC', 'BCLAF1']	2
ALDH18A1	TFB1M	['ALDH18A1', 'UBC', 'TFB1M']	2
ALDH18A1	GRN	['ALDH18A1', 'UBC', 'VHL', 'GRN']	3
ALDH18A1	ZCCHC8	['ALDH18A1', 'SIRT7', 'ZCCHC8']	2
ALDH18A1	NSUN2	['ALDH18A1', 'SIRT7', 'NSUN2']	2
ALDH18A1	SKIV2L2	['ALDH18A1', 'SIRT7', 'SKIV2L2']	2
ALDH18A1	STAU2	['ALDH18A1', 'UBC', 'STAU2']	2
ALDH18A1	CTNNA1	['ALDH18A1', 'SIRT7', 'CTNNA1']	2
ALDH18A1	YTHDC2	['ALDH18A1', 'SIRT7', 'YTHDC2']	2
ALDH18A1	POLR2B	['ALDH18A1', 'MYC', 'POLR2B']	2
ALDH18A1	TPR	['ALDH18A1', 'SIRT7', 'TPR']	2
ALDH18A1	MAP4	['ALDH18A1', 'SIRT7', 'MAP4']	2
ALDH18A1	NOP16	['ALDH18A1', 'UBC', 'NOP16']	2
ALDH18A1	FAM120A	['ALDH18A1', 'SIRT7', 'FAM120A']	2
ALDH18A1	PTCD2	['ALDH18A1', 'UBC', 'PTCD2']	2
ALDH18A1	RRP12	['ALDH18A1', 'SIRT7', 'RRP12']	2
ALDH18A1	MRTO4	['ALDH18A1', 'SIRT7', 'MRTO4']	2
ALDH18A1	THRAP3	['ALDH18A1', 'UBC', 'THRAP3']	2
ALDH18A1	NOP58	['ALDH18A1', 'SIRT7', 'NOP58']	2
ALDH18A1	USP36	['ALDH18A1', 'UBC', 'USP36']	2
ALDH18A1	MLL3	['ALDH18A1', 'UBC', 'MLL3']	2
ALDH18A1	PUM2	['ALDH18A1', 'UBC', 'PUM2']	2
ALDH18A1	MRPL43	['ALDH18A1', 'UBC', 'MRPL43']	2
ALDH18A1	ZFR	['ALDH18A1', 'SIRT7', 'ZFR']	2
ALDH18A1	RC3H2	['ALDH18A1', 'MYC', 'UBE2I', 'RC3H2']	3
ALDH18A1	ZC3H11A	['ALDH18A1', 'SIRT7', 'ZC3H11A']	2
ALDH18A1	PARP12	['ALDH18A1', 'UBC', 'PARP12']	2
ALDH18A1	CSDA	['ALDH18A1', 'UBC', 'CSDA']	2
ALDH18A1	CCAR1	['ALDH18A1', 'SIRT7', 'CCAR1']	2
CSDA	LAS1L	['CSDA', 'UBC', 'LAS1L']	2
CSDA	FKBP4	['CSDA', 'UBC', 'FKBP4']	2
CSDA	RBM6	['CSDA', 'UBC', 'RBM6']	2
CSDA	UPF1	['CSDA', 'UBC', 'UPF1']	2
CSDA	SLC25A5	['CSDA', 'UBC', 'SLC25A5']	2
CSDA	DHX33	['CSDA', 'UBC', 'DHX33']	2
CSDA	ELAC2	['CSDA', 'UBC', 'ELAC2']	2
CSDA	RPS20	['CSDA', 'UBC', 'RPS20']	2
CSDA	CSDE1	['CSDA', 'UBC', 'CSDE1']	2
CSDA	UTP18	['CSDA', 'UBC', 'UTP18']	2
CSDA	PTBP1	['CSDA', 'SRRM1', 'PTBP1']	2
CSDA	DCN	['CSDA', 'TJP1', 'EGFR', 'DCN']	3
CSDA	MATR3	['CSDA', 'MEPCE', 'MATR3']	2
CSDA	SAMD4A	['CSDA', 'UBC', 'YWHAG', 'SAMD4A']	3
CSDA	STRAP	['CSDA', 'GSK3B', 'STRAP']	2
CSDA	SEC63	['CSDA', 'UBC', 'SEC63']	2
CSDA	TFB1M	['CSDA', 'UBC', 'TFB1M']	2
CSDA	GRN	['CSDA', 'MEPCE', 'CCNT1', 'GRN']	3
CSDA	ZCCHC8	['CSDA', 'UBC', 'ZCCHC8']	2
CSDA	NSUN2	['CSDA', 'UBC', 'NSUN2']	2
CSDA	SKIV2L2	['CSDA', 'UBC', 'SKIV2L2']	2
CSDA	STAU2	['CSDA', 'UBC', 'STAU2']	2
CSDA	CTNNA1	['CSDA', 'ARRB2', 'CTNNA1']	2
CSDA	YTHDC2	['CSDA', 'UBC', 'YTHDC2']	2
CSDA	POLR2B	['CSDA', 'UBC', 'POLR2B']	2
CSDA	TPR	['CSDA', 'MAPK1', 'TPR']	2
CSDA	MAP4	['CSDA', 'GSK3B', 'MAP4']	2
CSDA	NOP16	['CSDA', 'UBC', 'NOP16']	2
CSDA	FAM120A	['CSDA', 'UBC', 'FAM120A']	2
CSDA	PTCD2	['CSDA', 'UBC', 'PTCD2']	2
CSDA	RRP12	['CSDA', 'UBC', 'RRP12']	2
CSDA	MRTO4	['CSDA', 'UBC', 'MRTO4']	2
CSDA	THRAP3	['CSDA', 'UBC', 'THRAP3']	2
CSDA	NOP58	['CSDA', 'UBC', 'NOP58']	2
CSDA	USP36	['CSDA', 'NPM1', 'USP36']	2
CSDA	MLL3	['CSDA', 'UBC', 'MLL3']	2
CSDA	PUM2	['CSDA', 'UBC', 'PUM2']	2
CSDA	MRPL43	['CSDA', 'UBC', 'MRPL43']	2
CSDA	ZFR	['CSDA', 'MEPCE', 'ZFR']	2
CSDA	RC3H2	['CSDA', 'UBC', 'UBE2I', 'RC3H2']	3
CSDA	ZC3H11A	['CSDA', 'UBC', 'ZC3H11A']	2
CSDA	PARP12	['CSDA', 'UBC', 'PARP12']	2
CCAR1	LAS1L	['CCAR1', 'SIRT7', 'LAS1L']	2
CCAR1	FKBP4	['CCAR1', 'SIRT7', 'FKBP4']	2
CCAR1	RBM6	['CCAR1', 'SUMO2', 'RBM6']	2
CCAR1	UPF1	['CCAR1', 'SIRT7', 'UPF1']	2
CCAR1	SLC25A5	['CCAR1', 'SUMO2', 'SLC25A5']	2
CCAR1	DHX33	['CCAR1', 'UBC', 'DHX33']	2
CCAR1	ELAC2	['CCAR1', 'SUMO2', 'ELAC2']	2
CCAR1	CCDC124	['CCAR1', 'UBC', 'CCDC124']	2
CCAR1	RPS20	['CCAR1', 'UBC', 'RPS20']	2
CCAR1	CSDE1	['CCAR1', 'SIRT7', 'CSDE1']	2
CCAR1	UTP18	['CCAR1', 'SIRT7', 'UTP18']	2
CCAR1	PTBP1	['CCAR1', 'SUMO2', 'PTBP1']	2
CCAR1	DCN	['CCAR1', 'SIRT7', 'FLNA', 'DCN']	3
CCAR1	MATR3	['CCAR1', 'SUMO2', 'MATR3']	2
CCAR1	SAMD4A	['CCAR1', 'UBC', 'YWHAG', 'SAMD4A']	3
CCAR1	STRAP	['CCAR1', 'UBC', 'STRAP']	2
CCAR1	SEC63	['CCAR1', 'UBC', 'SEC63']	2
CCAR1	TFB1M	['CCAR1', 'UBC', 'TFB1M']	2
CCAR1	GRN	['CCAR1', 'UBC', 'VHL', 'GRN']	3
CCAR1	ZCCHC8	['CCAR1', 'SIRT7', 'ZCCHC8']	2
CCAR1	NSUN2	['CCAR1', 'SIRT7', 'NSUN2']	2
CCAR1	SKIV2L2	['CCAR1', 'SIRT7', 'SKIV2L2']	2
CCAR1	STAU2	['CCAR1', 'UBC', 'STAU2']	2
CCAR1	CTNNA1	['CCAR1', 'SUMO2', 'CTNNA1']	2
CCAR1	YTHDC2	['CCAR1', 'SIRT7', 'YTHDC2']	2
CCAR1	POLR2B	['CCAR1', 'SUMO2', 'POLR2B']	2
CCAR1	TPR	['CCAR1', 'SIRT7', 'TPR']	2
CCAR1	MAP4	['CCAR1', 'SIRT7', 'MAP4']	2
CCAR1	NOP16	['CCAR1', 'UBC', 'NOP16']	2
CCAR1	FAM120A	['CCAR1', 'SIRT7', 'FAM120A']	2
CCAR1	PTCD2	['CCAR1', 'UBC', 'PTCD2']	2
CCAR1	RRP12	['CCAR1', 'SIRT7', 'RRP12']	2
CCAR1	MRTO4	['CCAR1', 'SIRT7', 'MRTO4']	2
CCAR1	THRAP3	['CCAR1', 'SUMO2', 'THRAP3']	2
CCAR1	NOP58	['CCAR1', 'SIRT7', 'NOP58']	2
CCAR1	USP36	['CCAR1', 'UBC', 'USP36']	2
CCAR1	MLL3	['CCAR1', 'UBC', 'MLL3']	2
CCAR1	PUM2	['CCAR1', 'UBC', 'PUM2']	2
CCAR1	MRPL43	['CCAR1', 'UBC', 'MRPL43']	2
CCAR1	ZFR	['CCAR1', 'SIRT7', 'ZFR']	2
CCAR1	RC3H2	['CCAR1', 'SUMO2', 'UBE2I', 'RC3H2']	3
CCAR1	ZC3H11A	['CCAR1', 'SUMO2', 'ZC3H11A']	2
CCAR1	PARP12	['CCAR1', 'UBC', 'PARP12']	2
CCAR1	CSDA	['CCAR1', 'UBC', 'CSDA']	2
