Rank	GeneID	Score
380	16129703	7.4661094061
381	16128129	7.46569796812
382	b3278	7.46157425094
383	16130429	7.45790452205
384	16130701	7.45781060329
385	90111378	7.4467607671
386	16128189	7.43979209779
387	16131817	7.42428791125
388	16129441	7.42428791125
389	94541131	7.41823793745
390	16129178	7.41731924193
391	16130075	7.4150542353
392	90111609	7.4142375754
393	16130394	7.41138450641
394	16128809	7.40902043912
395	16130324	7.40593877258
396	16132134	7.40548478429
397	16131793	7.40400439912
398	16131259	7.40273375092
399	90111728	7.39897010327
400	90111110	7.3944349481
401	16130993	7.3944349481
402	16130994	7.3944349481
403	49176392	7.39067130045
404	16130100	7.38698539395
405	16130281	7.38606669843
406	b3658	7.37809852878
407	16129312	7.37649724741
408	162135899	7.36201953865
409	16130049	7.36074889045
410	16127996	7.36074889045
411	16127995	7.36074889045
412	16128765	7.35974939011
413	90111576	7.3514505873
414	16128988	7.34824556563
415	16129047	7.34664428426
416	16131604	7.34564478393
417	49176442	7.33727653426
418	16131121	7.3353421608
419	90111370	7.3353421608
420	226524728	7.3353421608
421	90111503	7.33443158213
422	16132198	7.33419486772
423	16129950	7.32989642696
424	16129819	7.32849684661
425	16131549	7.31925802876
426	16130440	7.31892739559
427	90111643	7.3184734073
428	16131741	7.31699302213
429	16131640	7.31322937448
430	16130666	7.31322937448
431	16130505	7.31322937448
432	90111631	7.30742357111
433	16131542	7.30172555
434	b4616	7.30172555
435	90111209	7.29075651863
436	16128767	7.28337641133
437	90111207	7.27970668244
438	16128314	7.27273801312
439	16129335	7.26268767727
440	16129504	7.26268767727
441	16130036	7.26268767727
442	16130320	7.26090355548
443	16131493	7.25963290728
444	16130734	7.2581525221
445	90111448	7.25133410446
446	90111165	7.25085321962
447	16131468	7.24993452411
448	16130445	7.24481942344
449	16128198	7.24196635446
450	16130834	7.24148546962
451	90111636	7.23843069962
452	16128630	7.23743119929
453	16131513	7.2319160186
454	145698224	7.2319160186
455	296044035	7.2319160186
456	90111509	7.2319160186
457	16131535	7.22738086344
458	90111310	7.22738086344
459	16129311	7.22186568275
460	16132138	7.21664854647
461	16129411	7.21311289164
462	16128770	7.21071381095
463	16128193	7.20254394029
464	16130248	7.19920998647
465	16130785	7.19644583916
466	16128165	7.18679558332
467	145698340	7.18539600297
468	16130084	7.18539600297
469	16128445	7.17129139679
470	16129005	7.1678583823
471	16129413	7.16559337567
472	16128993	7.16452442848
473	16129389	7.1628423423
474	16128147	7.15907869465
475	16128704	7.15838799195
476	16129186	7.157225126
477	16129165	7.15602392466
478	16129558	7.15495497747
479	16129557	7.15495497747
480	16128130	7.15187331093
481	16131450	7.15002785913
482	16129252	7.14390514128
483	90111616	7.14312051982
484	16131588	7.13800541915
485	226524736	7.13207068363
486	16130130	7.1292257315
487	16131387	7.1267841005
488	16131117	7.12610151465
489	145698344	7.12510201432
490	16132140	7.12370243396
491	16130477	7.12133836667
492	16130292	7.11780271184
493	16128012	7.10983454219
494	16130708	7.10983454219
495	16128924	7.10843496183
496	16129626	7.10775237598
497	16131887	7.10675287565
498	16130771	7.10675287565
499	16130309	7.10627199081
500	16128306	7.10535329529
501	16131043	7.104899307
502	145698262	7.09945357317
503	226524719	7.09838462598
504	16131333	7.09738512565
505	16130039	7.09578384428
506	16130885	7.09008582316
507	16129089	7.08873437015
508	90111685	7.08596210598
509	16128203	7.08003548731
510	16130029	7.08003548731
511	16130702	7.07491226979
512	16130336	7.07491226979
513	16130726	7.07422968394
514	16129616	7.07206731766
515	90111617	7.06761296731
516	16131390	7.06593088113
517	16131836	7.05134599485
518	16128008	7.04094370631
519	16128272	7.03776000416
520	16131036	7.03548985563
521	16131274	7.03409027527
522	90111413	7.03216401866
523	16128896	7.03124532314
524	90111697	7.03124532314
525	16130924	7.02979183451
526	b4431	7.02602818686
527	90111316	7.02602818686
528	16129310	7.0202223835
529	16131205	7.0202223835
530	145698282	7.01177332901
531	16129876	7.01037374866
532	16129925	7.01037374866
533	16129559	7.0095891272
534	16130350	7.00731897866
535	16131148	7.00307444617
536	16129079	7.00207494584
537	49176125	7.00139235999
538	16131031	7.00139235999
539	90111244	6.99853929101
540	16130841	6.99510627653
541	16129382	6.98100167034
542	90111469	6.98060159032
543	16131267	6.97902728639
544	16128005	6.97891950414
545	16129122	6.97775663819
546	16131395	6.97322148302
547	16130032	6.97003263897
548	16130010	6.96258308482
549	16131331	6.95428428201
550	16128593	6.94138899402
551	16129538	6.94117917616
552	49176343	6.93784522234
553	16130882	6.93693464367
554	16131313	6.93448165471
555	145698339	6.93321100651
556	16131659	6.9323994885
557	16130046	6.92896647402
558	16128502	6.92896647402
559	16129633	6.9230317385
560	16129495	6.92099830437
561	16130593	6.914380983
562	16130951	6.905013233
563	90111535	6.90481153199
564	90111253	6.90470949638
565	90111457	6.901958463
566	16129128	6.89819481535
567	16129129	6.89819481535
568	49176133	6.89317877535
569	16129049	6.88669099087
570	16129196	6.88629091085
571	90111707	6.88621010604
572	49176480	6.8833651539
573	16129687	6.88075625535
574	16130107	6.87784185636
575	16131127	6.87732324087
576	16129919	6.87424157433
577	16128884	6.8709426339
578	16128885	6.8709426339
579	16130576	6.86786096737
580	16129916	6.86273774985
581	16131838	6.86182717118
582	16130899	6.8589741022
583	16129808	6.8589741022
584	16129100	6.85416779917
585	90111401	6.85167479972
586	16128844	6.84892376635
587	90111159	6.84586899635
588	90111462	6.84538811151
589	b1977	6.84253504253
590	16131799	6.84162446387
591	16132213	6.83741994187
592	16129026	6.83650124635
593	16131083	6.8358186605
594	16130580	6.83365629422
595	16132133	6.83365629422
596	16130579	6.83365629422
597	16129234	6.82920194387
598	16128148	6.8264509105
599	16130782	6.82451653703
600	345452718	6.82075288938
601	345452719	6.82075288938
602	b2652	6.81915160801
603	16131871	6.8190708032
604	16128228	6.81621773422
605	16131860	6.81110263355
606	16130848	6.79659794735
607	145698252	6.79089992623
608	16130749	6.79008326632
609	16128891	6.79008326632
610	16131920	6.78829914453
611	16129429	6.78723019734
612	16129065	6.78486613005
613	16131104	6.78369454251
614	16129578	6.78133047521
615	16130988	6.78133047521
616	16131974	6.78084959038
617	345452721	6.77993089486
618	16130712	6.77947690657
619	16130946	6.77857944184
620	16128020	6.77824880868
621	16129783	6.77433490936
622	16128703	6.77036144384
623	b2404	6.77036144384
624	b0748	6.77036144384
625	b0749	6.77036144384
626	b0744	6.77036144384
627	b0745	6.77036144384
628	b0746	6.77036144384
629	b0747	6.77036144384
630	b0743	6.77036144384
631	90111135	6.76988055901
632	16130314	6.76742757005
633	16132064	6.76191238936
634	16131868	6.76012826756
635	16128981	6.75745803901
636	16128367	6.75737723419
637	16131455	6.75461308688
638	16130668	6.75007793171
639	16129158	6.75007793171
640	16128682	6.75007793171
641	16130016	6.74900898452
642	49176434	6.74356325069
643	145698309	6.74356325069
644	16129862	6.73844003317
645	16128496	6.73559508104
646	16131740	6.73514109275
647	16131665	6.73481045958
648	90111328	6.73205942621
649	16128263	6.72644220991
650	16132060	6.72317256104
651	90111540	6.72109039484
652	90111199	6.72063640654
653	16131207	6.71963690621
654	16129896	6.71371028754
655	90111186	6.71185671889
656	90111671	6.71133810339
657	16131153	6.71085721856
658	16129204	6.70674161822
659	16128719	6.69853673417
660	49176335	6.69558974643
661	16131879	6.69477308652
662	16130947	6.68907506541
663	16128748	6.68495134822
664	90111380	6.68462071506
665	16129250	6.68326926204
666	16131365	6.68293862887
667	16128039	6.67596995956
668	16129246	6.67596995956
669	16130944	6.6745703792
670	16130417	6.6745703792
671	226524753	6.6745703792
672	145698233	6.67230023067
673	16131380	6.6703658572
674	162135912	6.6703658572
675	49176329	6.66500092819
676	16129658	6.65930290707
677	162135900	6.65922210226
678	90111407	6.6565518737
679	226524738	6.65249760337
680	49176138	6.64925257122
681	16128798	6.64779908259
682	49176025	6.64264896853
683	90111490	6.64244726752
684	16131371	6.64104768716
685	16128716	6.6230560782
686	16130755	6.62157569303
687	16128902	6.62108169425
688	90111421	6.62008219392
689	16128493	6.61939960807
690	16128301	6.61435719537
691	16129426	6.61427639055
692	b1984	6.61427639055
693	90111263	6.61379550571
694	16129343	6.61379550571
695	16130186	6.6128768102
696	145698260	6.6105127429
697	16131495	6.61003185806
698	b4700	6.60857836944
699	49176035	6.60857836944
700	b4701	6.60697708807
701	145698243	6.60490864055
702	288551664	6.60490864055
703	16128257	6.60490864055
704	16128966	6.60490864055
705	16131854	6.59900891842
706	90111332	6.59800941809
707	16131497	6.59760933807
708	16130190	6.59760933807
709	16128606	6.59633868986
710	16129075	6.59533918953
711	16129562	6.58931053525
712	16131319	6.58895858257
713	16129846	6.58803988705
714	16128573	6.58803988705
715	16131955	6.58655950188
716	16129975	6.58610551358
717	16130389	6.58450423222
718	16129737	6.57780671077
719	16129232	6.57653606257
720	16131359	6.57345439603
721	145698258	6.57197401086
722	345452716	6.57129202975
723	16128777	6.56854099638
724	16128961	6.56775637492
725	16128376	6.56775637492
726	16132000	6.56515559322
727	16131377	6.56408664603
728	90111629	6.56408664603
729	226524704	6.56408664603
730	90111131	6.56240455984
731	16129691	6.55678734355
732	16128515	6.55611847638
733	16131688	6.55248890279
734	16128062	6.53698471625
735	16130525	6.53146953556
736	16131970	6.53047003523
737	16129854	6.5269343804
738	16129812	6.52586543321
739	145698263	6.52350136591
740	16130441	6.51904701556
741	16128348	6.51896621075
742	16131330	6.51481559702
743	16130557	6.51345103006
744	16128656	6.51245152973
745	49176235	6.50548286041
746	16128595	6.50369873862
747	226524762	6.50229915826
748	90111681	6.50229915826
749	16131776	6.50229915826
750	16128663	6.50181827342
751	16128998	6.4964933549
752	16131598	6.49364840276
753	16128652	6.49272970725
754	16130757	6.49224882241
755	16131851	6.49224882241
756	16129001	6.48997867387
757	16129927	6.48940387028
758	16131494	6.48819455208
759	16129342	6.48804430041
760	16129683	6.48428065276
761	90111737	6.48428065276
762	16130272	6.48122588276
763	16130334	6.47244619511
764	b2695	6.47104661476
765	b2694	6.47104661476
766	16128510	6.46239585926
767	16130798	6.46239585926
768	16128192	6.46012571072
769	90111276	6.45872613037
770	90111481	6.45282640824
771	16130325	6.45190771273
772	16130964	6.45075796072
773	16128570	6.44722230589
774	b4456	6.44712838713
775	16128481	6.44345865824
776	16128864	6.44345865824
777	16129706	6.44345865824
778	16130733	6.44345865824
779	16132004	6.43992300341
780	16129356	6.43549048859
781	16131529	6.43195483376
782	b0204	6.43195483376
783	b3854	6.43195483376
784	b3275	6.43195483376
785	16128396	6.42544015274
786	90111363	6.42465553128
787	16128430	6.4219044979
788	b2816	6.42098580239
789	90111593	6.42098580239
790	16128928	6.41765996542
791	16128868	6.41538981688
792	145698284	6.41460519542
793	16130146	6.41460519542
794	145698268	6.41085466172
795	16128787	6.41017268061
796	16130746	6.4099359662
797	16130799	6.40808239755
798	49176177	6.40798847879
799	90111598	6.40709101407
800	16129811	6.40640031137
801	16128671	6.40571833026
802	16131255	6.40571833026
803	90111718	6.40523744542
804	226524737	6.40218267542
805	b4408	6.39658668992
806	b2815	6.3956679944
807	16130823	6.3930672127
808	90111521	6.39182354194
809	16131300	6.3906519544
810	226524734	6.3906519544
811	90111237	6.38996997329
812	16130226	6.38736919159
813	16130119	6.38688830675
814	90111178	6.38688830675
815	16131914	6.38688830675
816	16131275	6.38543481812
817	16128125	6.38461815822
818	16129206	6.38403523777
819	16132008	6.38403523777
820	49176308	6.38283403642
821	90111389	6.3789201371
822	16131595	6.3789201371
823	16131885	6.37813551564
824	16131311	6.37446578675
825	90111274	6.37438498194
826	94541129	6.36341595057
827	49176193	6.36196246194
828	16131052	6.35919831462
829	16131490	6.35466315946
830	16130065	6.35466315946
831	90111349	6.34914797877
832	226524739	6.34629490979
833	90111548	6.34117980912
834	145698279	6.33949772294
835	16129690	6.33809814258
836	b4444	6.33764415429
837	16130740	6.33764415429
838	16128528	6.33672545877
839	16128375	6.33664465395
840	226524742	6.33456248775
841	16131295	6.33297492506
842	16128303	6.33240012147
843	16131421	6.33229233921
844	90111245	6.32934535147
845	16129567	6.32934535147
846	90111603	6.3265943181
847	16129758	6.3265943181
848	226524733	6.3265943181
849	16128758	6.32567562258
850	16131772	6.3183763201
851	16130224	6.31644194664
852	16131427	6.3141717981
853	16132105	6.30765711708
854	16130999	6.30732648391
855	16128779	6.30539211045
856	16129997	6.30412146225
857	16128574	6.30312196191
858	16129125	6.29850424595
859	16130457	6.29582265943
860	16131667	6.2953417746
861	16131954	6.28837310528
862	16131843	6.28745440976
863	16131883	6.28745440976
864	16129155	6.28645490943
865	16131703	6.28645490943
866	145698254	6.28625320842
867	16130795	6.28200867593
868	16128265	6.28200867593
869	16128970	6.28007430246
870	90111149	6.27780415393
871	16128151	6.27334980358
872	16130008	6.27050485145
873	16128117	6.27050485145
874	16129723	6.26950535112
875	16130743	6.26910527109
876	16129622	6.26626031896
877	90111520	6.26538163393
878	b3978	6.26480683033
879	b3976	6.26480683033
880	b3977	6.26480683033
881	16131942	6.26340724998
882	16128843	6.26113710145
883	90111081	6.25945501526
884	145698227	6.25393983457
885	16128651	6.25383779896
886	145698346	6.2519034255
887	16129060	6.24963327696
888	90111624	6.24823369661
889	16129452	6.24823369661
890	16131023	6.2480319956
891	16130975	6.24663241524
892	16130147	6.24233397448
893	90111318	6.23866424559
894	16128013	6.23866424559
895	90111429	6.23512859076
896	16131916	6.23481979313
897	16129463	6.23273762692
898	16130844	6.23036544278
899	16130047	6.22988455794
900	16131444	6.22968285693
901	16128332	6.22682978795
902	16129455	6.22123380244
903	308209621	6.22113176683
904	16129901	6.21677945209
905	16131713	6.21619138974
906	49176316	6.21461708581
907	16130524	6.21334643761
908	16128986	6.21234693728
909	16131467	6.20881128244
910	16128277	6.20841120242
911	16131171	6.20741170209
912	16130960	6.20741170209
913	16131431	6.20456674996
914	16128150	6.20456674996
915	90111295	6.20311326133
916	16129514	6.20311326133
917	16128564	6.19581395885
918	90111712	6.19214422996
919	16130599	6.18654824445
920	16129613	6.18620949444
921	16128676	6.18349347446
922	16130070	6.18349347446
923	90111347	6.18041180792
924	16130719	6.17803962378
925	16129570	6.17519467164
926	16128833	6.17471378681
927	90111465	6.17379509129
928	90111651	6.17186071782
929	90111309	6.16919048927
930	16129011	6.16809707018
931	16130312	6.1614746069
932	16130161	6.16122231962
933	16130048	6.16023093614
934	b4629	6.15684553298
935	16128712	6.15577658579
936	16128159	6.15532259749
937	16130360	6.15305244896
938	16128120	6.15224093096
939	90111183	6.1508413506
940	226524725	6.14847728331
941	16129814	6.14847728331
942	16129376	6.14702379468
943	162135911	6.14287318095
944	16129672	6.14142780917
945	16129150	6.14119109477
946	16128422	6.13765604467
947	16130858	6.13457437814
948	16128078	6.13330372994
949	16130976	6.12760570882
950	16131768	6.12640450748
951	145698274	6.12500492712
952	b1665	6.12407005399
953	b1666	6.12407005399
954	90111121	6.12122510186
955	16129003	6.1180362578
956	16129796	6.11610188434
957	16131736	6.11495459127
958	16128562	6.11450060297
959	90111725	6.11310102262
960	16128603	6.1130202178
961	90111673	6.1104194361
962	16128162	6.10958720332
963	16131500	6.10698642162
964	16130092	6.10413335264
965	16128989	6.10345076679
966	49176170	6.10345076679
967	16131941	6.09515196397
968	49176137	6.09408301678
969	16129459	6.08954786162
970	16128633	6.08945394286
971	16128016	6.08818329465
972	16128015	6.08818329465
973	16129806	6.08818329465
974	16129934	6.0867837143
975	16128729	6.0867837143
976	16128960	6.0867837143
977	145698331	6.08578421397
978	16132088	6.08451356577
979	16128568	6.0825791923
980	16131327	6.08224855914
981	16129850	6.07988449184
982	16131070	6.07573387811
983	16131757	6.07573387811
984	16131819	6.07527988982
985	16129713	6.07446322991
986	49176301	6.06983415599
987	16129319	6.06983415599
988	16129318	6.06983415599
989	16131445	6.06924609364
990	16130335	6.06431085845
991	16131078	6.06423005363
992	145698302	6.06146590632
993	16128479	6.06046640598
994	16128405	6.05693075115
995	16131744	6.05611409124
996	16128127	6.05466060262
997	16130801	6.05326102226
998	226524759	6.0489625815
999	16128220	6.04756300115
1000	16130756	6.04756300115
1001	16128870	6.04483886432
1002	16131206	6.04351684767
1003	16130925	6.04175719778
1004	145698288	6.04166327902
1005	16131198	6.03899305046
1006	90111663	6.03891224565
1007	90111173	6.03799355013
1008	90111238	6.03799355013
1009	16129064	6.03751266529
1010	16128107	6.03631146395
1011	90111692	6.035148598
1012	94541125	6.03345839497
1013	90111269	6.03329502935
1014	16131934	6.03069424765
1015	b4704	6.02875987418
1016	16128447	6.02694371394
1017	16129768	6.02648972565
1018	90111665	6.02648972565
1019	16129967	6.02340805911
1020	16128183	6.02156260731
1021	16128516	6.01837376326
1022	16130966	6.01819092283
1023	145698255	6.0164393898
1024	16128616	6.01631045764
1025	16128083	6.01631045764
1026	16131782	6.01404030911
1027	16129453	6.01167624181
1028	16130717	6.00992470877
1029	16131840	6.00982267316
1030	16128639	6.00982267316
1031	16131019	6.00814058698
1032	49176404	6.00814058698
1033	16131029	6.00814058698
1034	16130617	6.00814058698
1035	90111158	6.00814058698
1036	16131747	6.00814058698
1037	16131935	6.00814058698
1038	16128944	6.00628701833
1039	16130300	6.0047075725
1040	16129908	6.00162590596
1041	16132033	6.00162590596
1042	16129569	6.00117191767
1043	16128300	5.99977233731
1044	16131609	5.99877283698
1045	90111612	5.99809025113
1046	90111226	5.99809025113
1047	16130033	5.99809025113
1048	145698251	5.99717155561
1049	94541107	5.99717155561
1050	16132186	5.99523718215
1051	16128373	5.99523718215
1052	16130953	5.99239223001
1053	16132215	5.99239223001
1054	16131544	5.99020288629
1055	16131092	5.98920338596
1056	16128941	5.9884187645
1057	162135914	5.982822779
1058	16131504	5.982822779
1059	16132083	5.98223471665
1060	90111494	5.98142319864
1061	16128619	5.98142319864
1062	90111157	5.98142319864
1063	90111105	5.97996971001
1064	16130245	5.97996971001
1065	16128789	5.97736892831
1066	16128899	5.97345502899
1067	90111254	5.97185374763
1068	16129306	5.97185374763
1069	16130231	5.96731859246
1070	16131541	5.96706630518
