Rank	GeneID	Score
1071	16128968	5.96470223788
1072	16130365	5.96103250899
1073	16130225	5.96055162416
1074	16130175	5.95943122763
1075	16129487	5.95543652349
1076	16129640	5.95510589033
1077	16131825	5.95325232168
1078	90111419	5.95098217314
1079	16131186	5.94408295068
1080	16131185	5.94408295068
1081	16132200	5.94301400349
1082	16131400	5.94268337033
1083	16128498	5.94200078448
1084	16130301	5.94014721583
1085	90111542	5.93914771549
1086	16131773	5.93403261483
1087	16130254	5.93263303447
1088	162135915	5.93117954585
1089	16131009	5.92977996549
1090	16129121	5.92466486482
1091	16130855	5.92466486482
1092	16128560	5.92388024336
1093	16129994	5.92112920999
1094	16131294	5.92112920999
1095	16129620	5.92112920999
1096	16132002	5.92021051447
1097	16132040	5.92021051447
1098	16128617	5.91828425786
1099	16131181	5.91283040718
1100	16131369	5.91283040718
1101	16128559	5.91283040718
1102	16129180	5.91176145999
1103	16128534	5.90822580516
1104	16128325	5.90586173786
1105	b2348	5.90538085302
1106	16131958	5.90538085302
1107	16131105	5.90446215751
1108	16128997	5.90446215751
1109	16129218	5.90423355995
1110	345452723	5.90092650267
1111	94541104	5.90002903795
1112	90111210	5.89992700234
1113	16130504	5.89708205021
1114	b4699	5.89489270649
1115	16129547	5.89441182165
1116	90111579	5.89035755132
1117	16130113	5.89035755132
1118	16128279	5.89035755132
1119	16128773	5.89035755132
1120	16131165	5.88895797097
1121	16128856	5.88751259919
1122	16129961	5.88751259919
1123	90111089	5.8838428703
1124	90111205	5.88238938168
1125	16132021	5.88238938168
1126	16131590	5.88150841682
1127	16131227	5.87914434952
1128	90111676	5.87509007919
1129	16128156	5.87509007919
1130	90111385	5.87460919436
1131	16131011	5.87142035031
1132	90111298	5.87093946547
1133	16129530	5.87093946547
1134	b0201	5.87093946547
1135	16131678	5.86949409369
1136	16129340	5.86664102471
1137	16130018	5.86631039154
1138	90111451	5.86524144435
1139	16128477	5.86404024301
1140	16128421	5.86355935817
1141	b0536	5.86112584402
1142	16129222	5.86058539299
1143	16128065	5.85943564099
1144	16129379	5.85943564099
1145	49176107	5.85943564099
1146	16130028	5.85398990715
1147	226524700	5.85398990715
1148	16128990	5.85398990715
1149	16128284	5.85398990715
1150	226524706	5.85398990715
1151	16128524	5.85398990715
1152	226524701	5.85398990715
1153	226524703	5.85398990715
1154	226524731	5.85398990715
1155	16128357	5.85398990715
1156	16131202	5.8521363385
1157	16129671	5.8521363385
1158	16128782	5.85113683817
1159	16130169	5.84702123784
1160	b4445	5.84562165748
1161	b3969	5.84562165748
1162	b3970	5.84562165748
1163	b2590	5.84562165748
1164	b2589	5.84562165748
1165	16129539	5.84562165748
1166	16129242	5.84483703602
1167	90111646	5.84383753569
1168	16130581	5.84208600265
1169	16131053	5.84156738716
1170	16131789	5.84108650232
1171	16131788	5.84108650232
1172	16129688	5.83686886637
1173	16130428	5.83586936604
1174	16129500	5.834117833
1175	16130950	5.83035418535
1176	16129213	5.82935468502
1177	16132086	5.82702023153
1178	16128084	5.82581903019
1179	16128488	5.82533814535
1180	16131391	5.82257399803
1181	16128457	5.82205538254
1182	16128540	5.81851972771
1183	16131596	5.81851972771
1184	345452722	5.81752022737
1185	16130371	5.81745078052
1186	16131863	5.81576869433
1187	16130256	5.81576869433
1188	16131297	5.81576869433
1189	b4270	5.81291562535
1190	16132081	5.81200504668
1191	16130591	5.81031484365
1192	16128822	5.81007067322
1193	16129380	5.8091519777
1194	16131882	5.8091519777
1195	16128561	5.80795077636
1196	16130985	5.8078813295
1197	16131086	5.80740044466
1198	16131579	5.80640094433
1199	16129353	5.80640094433
1200	16130714	5.80334617434
1201	16129198	5.8028652895
1202	90111111	5.80118380805
1203	49176045	5.8005012222
1204	16129913	5.79950172187
1205	90111666	5.79783099365
1206	16130904	5.79741955567
1207	16128709	5.79604687185
1208	16131473	5.79456648668
1209	16128804	5.79034885074
1210	16129974	5.78667912185
1211	16128781	5.78667912185
1212	16129233	5.78619823701
1213	16129101	5.78499703567
1214	16131069	5.78499703567
1215	145698333	5.78215208353
1216	16130643	5.78075250318
1217	16129976	5.77802836635
1218	16130103	5.776628786
1219	16128862	5.776628786
1220	16128785	5.77394719948
1221	90111103	5.77209363083
1222	90111660	5.76557894981
1223	16130294	5.76479432835
1224	16129793	5.76413357803
1225	16131448	5.76152467948
1226	16132071	5.76136131387
1227	16132208	5.75967922768
1228	16132080	5.75909116533
1229	16128867	5.75582665837
1230	16128361	5.75582665837
1231	16128392	5.75552861396
1232	16128393	5.75552861396
1233	16129004	5.75131097801
1234	16129230	5.75031147768
1235	16131119	5.75031147768
1236	16132206	5.7486293915
1237	16131038	5.74577632251
1238	16129388	5.74577632251
1239	90111489	5.74334280836
1240	16128542	5.74166072218
1241	16131753	5.74026114183
1242	16128489	5.7400783014
1243	16129410	5.7388076532
1244	16131282	5.7388076532
1245	16129871	5.73740807284
1246	16130156	5.73336191937
1247	16129957	5.73329247251
1248	16128443	5.73002796555
1249	16131808	5.72910927003
1250	16130777	5.72865528173
1251	16131626	5.72735773699
1252	226524760	5.72735773699
1253	16131257	5.72635823666
1254	16131106	5.72499366969
1255	16129350	5.72214060071
1256	16128047	5.72145801486
1257	16129241	5.72045851453
1258	16129240	5.72045851453
1259	16129419	5.72045851453
1260	16131373	5.71621398204
1261	16129051	5.71336091306
1262	90111416	5.71325313081
1263	16129676	5.71315921205
1264	16128291	5.71209026486
1265	49176448	5.71109076453
1266	33347812	5.71109076453
1267	16130990	5.70948948316
1268	16131718	5.70803599453
1269	90111701	5.70803599453
1270	16129084	5.70803599453
1271	90111561	5.70800909799
1272	16130675	5.70755510969
1273	16131777	5.70495432799
1274	16128501	5.70252081384
1275	16131597	5.70152131351
1276	16128958	5.70152131351
1277	90111659	5.69846654351
1278	16129255	5.69798565868
1279	16128576	5.69698615834
1280	16129545	5.69682279273
1281	16129393	5.6932225107
1282	90111093	5.69243788923
1283	16129399	5.69228763756
1284	16128879	5.69088805721
1285	16130163	5.68852398991
1286	16130263	5.68693582249
1287	16128048	5.68577295654
1288	16129857	5.68544232338
1289	16129309	5.68223730171
1290	16129308	5.68223730171
1291	16128808	5.68131860619
1292	16129612	5.67963652001
1293	16131432	5.67904845766
1294	16128056	5.67393849889
1295	16129721	5.67335043654
1296	16131570	5.67126827034
1297	16130478	5.67074965484
1298	16128364	5.67026877001
1299	16128219	5.66981478171
1300	16128500	5.66790470271
1301	90111460	5.66742381787
1302	16130388	5.66330010069
1303	90111742	5.65876494552
1304	90111339	5.65828406069
1305	49176074	5.65736536517
1306	16128473	5.65640087823
1307	16130465	5.65600079821
1308	16129907	5.65500129787
1309	16128557	5.6522502645
1310	16129348	5.65146564304
1311	16132047	5.65064898314
1312	16128058	5.65046614271
1313	16130670	5.64779591415
1314	145698300	5.64495096202
1315	90111334	5.64495096202
1316	16128036	5.64449697373
1317	16132003	5.64416634056
1318	16130152	5.64209789304
1319	90111364	5.64209789304
1320	b4614	5.64074644002
1321	16131939	5.64041580686
1322	94541101	5.63665215921
1323	16128674	5.63665215921
1324	16131945	5.63619817091
1325	90111454	5.63619817091
1326	49176447	5.63619817091
1327	16129979	5.63538151101
1328	16131966	5.63344713754
1329	16129226	5.63252844202
1330	145698291	5.63204755719
1331	16130665	5.62799328686
1332	16128591	5.62799328686
1333	49176293	5.62407938754
1334	16128711	5.62247810617
1335	49176156	5.62247810617
1336	90111555	5.62229526574
1337	16131079	5.62229526574
1338	49176076	5.62102461754
1339	94541116	5.62102461754
1340	90111373	5.617942951
1341	16129695	5.61678008505
1342	16130792	5.6160974992
1343	16128519	5.61517880369
1344	16128290	5.61509799887
1345	16130797	5.61450993652
1346	49176351	5.61232573471
1347	16129849	5.61132623437
1348	16130540	5.61064364852
1349	49176474	5.60721063404
1350	16130503	5.60712982922
1351	16129659	5.60427676024
1352	16129969	5.60387668022
1353	16129072	5.60267547887
1354	226524724	5.59983052674
1355	16129943	5.5943072292
1356	16130395	5.58886149537
1357	16129205	5.5869271219
1358	16128660	5.5843263402
1359	16130921	5.58325739302
1360	16129317	5.58041244088
1361	16128817	5.57735767089
1362	90111262	5.57635817056
1363	16128871	5.57595809053
1364	16131755	5.57528922337
1365	16131848	5.57450460191
1366	16129511	5.57084298987
1367	16131709	5.56798992089
1368	16128324	5.56730733504
1369	b0670	5.56730733504
1370	b0672	5.56730733504
1371	b0673	5.56730733504
1372	16129636	5.56720529942
1373	90111133	5.56445426605
1374	16131957	5.56345476572
1375	90111468	5.56345476572
1376	90111464	5.56345476572
1377	16128095	5.56345476572
1378	16128644	5.55508651605
1379	16132117	5.5538853147
1380	90111281	5.55203174605
1381	16131287	5.55012166705
1382	94541123	5.54837013402
1383	162135898	5.54837013402
1384	16130560	5.54837013402
1385	16129977	5.54658601222
1386	90111293	5.54643576055
1387	16131462	5.54551706503
1388	16131585	5.54551706503
1389	16129485	5.54335409401
1390	16130078	5.54098190987
1391	16131226	5.54098190987
1392	16131348	5.53721826222
1393	16128543	5.53673737738
1394	90111352	5.53673737738
1395	16131858	5.53546672918
1396	16131184	5.53268310705
1397	16131243	5.53116828842
1398	16129662	5.52976870807
1399	90111568	5.52856750672
1400	b1989	5.52716792636
1401	16130187	5.521362123
1402	16131569	5.5207873194
1403	16131540	5.51841513526
1404	16128955	5.51711759051
1405	16131742	5.51711759051
1406	16128555	5.51566410188
1407	16128705	5.51426452153
1408	16131399	5.50972936636
1409	16131502	5.50736529907
1410	16130453	5.50736529907
1411	90111582	5.50469507051
1412	b0883	5.50185011838
1413	16130645	5.50136923354
1414	16131018	5.50039662975
1415	16129739	5.49991574492
1416	b4459	5.49991574492
1417	16130207	5.49909908501
1418	16131042	5.49731496322
1419	16129848	5.49615209727
1420	16129875	5.4916169421
1421	90111144	5.48934679357
1422	16130957	5.48934679357
1423	16132013	5.48894671354
1424	16130894	5.48894671354
1425	16129754	5.48842809805
1426	16131878	5.48794721321
1427	90111333	5.48431763962
1428	90111291	5.48204749108
1429	16131511	5.4783777622
1430	49176129	5.47484210736
1431	16128208	5.4709976549
1432	16128223	5.46959807454
1433	90111285	5.46914408625
1434	16130692	5.46914408625
1435	90111252	5.46547435736
1436	16128746	5.46379227118
1437	16129127	5.46262940523
1438	16130522	5.45957463523
1439	16130689	5.4590937504
1440	16130079	5.45809425006
1441	16130080	5.45809425006
1442	16128224	5.45669466971
1443	16129024	5.45387661412
1444	90111218	5.45247703376
1445	16129513	5.45079494758
1446	16128810	5.45020688523
1447	16131174	5.45020688523
1448	16129460	5.44987625206
1449	16129152	5.44972600039
1450	16131318	5.44952429938
1451	90111536	5.44804391421
1452	145698316	5.4466712304
1453	16130230	5.44634059723
1454	16129010	5.44450886411
1455	b4454	5.44382627826
1456	16128577	5.44300961836
1457	16128527	5.44155612973
1458	16131893	5.44142719758
1459	16129904	5.44063743421
1460	90111495	5.44015654938
1461	16130779	5.44015654938
1462	90111716	5.43730348039
1463	16131178	5.43562139421
1464	145698287	5.43562139421
1465	16131177	5.43562139421
1466	90111184	5.43445852826
1467	16130587	5.43277644208
1468	16128088	5.43137686172
1469	16130148	5.42272610622
1470	16129013	5.42180741071
1471	226524711	5.42180741071
1472	16129123	5.42035392208
1473	145698310	5.41995384206
1474	49176267	5.41895434172
1475	94541097	5.41775314038
1476	226524745	5.41383924106
1477	90111115	5.41383924106
1478	90111652	5.4130546196
1479	16131103	5.41257373476
1480	16130043	5.41157423443
1481	16128100	5.41098617208
1482	16128722	5.41030358623
1483	145698236	5.41030358623
1484	16128333	5.41030358623
1485	16128119	5.40938489071
1486	16129179	5.40930408589
1487	16131010	5.40653993858
1488	16130646	5.40605905374
1489	16130697	5.40484973554
1490	16128513	5.40368686959
1491	90111344	5.40368686959
1492	16129236	5.40368686959
1493	16131988	5.40320598476
1494	16130158	5.40300428374
1495	16131880	5.40200478341
1496	16128805	5.40093583622
1497	16130969	5.40093583622
1498	16129988	5.40060520306
1499	90111113	5.39503611409
1500	16131760	5.39503611409
1501	16131163	5.39363653374
1502	16129177	5.39263703341
1503	16131759	5.39263703341
1504	16129367	5.39263703341
1505	16131426	5.38566836409
1506	162135901	5.38533773093
1507	16130945	5.38398627791
1508	16128327	5.3838842423
1509	90111300	5.3807331289
1510	145698330	5.37953192756
1511	16128069	5.37668697543
1512	16129906	5.3746185279
1513	b2397	5.37383390644
1514	16130916	5.37383390644
1515	16128614	5.37156375791
1516	16128448	5.37123312474
1517	90111264	5.37116367789
1518	16130548	5.36948159171
1519	16131522	5.36831872576
1520	16131028	5.36731922542
1521	16130897	5.36478307092
1522	16131680	5.36378357059
1523	16130302	5.36093050161
1524	16128195	5.36059472654
1525	16128605	5.35716685396
1526	16128893	5.35681490127
1527	16132044	5.35373323474
1528	16129403	5.35281453922
1529	16128278	5.34769943855
1530	16129517	5.34721043687
1531	16131904	5.34711651811
1532	16129572	5.34291199611
1533	16129454	5.34131071474
1534	94541111	5.33746626227
1535	16129104	5.33687819992
1536	90111497	5.33687819992
1537	16131619	5.33687819992
1538	49176239	5.33606668192
1539	16129086	5.33334254509
1540	16129202	5.33026087855
1541	16128128	5.33026087855
1542	94541138	5.32957889744
1543	16130639	5.32741592642
1544	16131055	5.32604324261
1545	16129611	5.32504374227
1546	16128387	5.32504374227
1547	90111745	5.32456285744
1548	16130278	5.32344246091
1549	16129138	5.32237351372
1550	16130487	5.32069142754
1551	16128962	5.32010850709
1552	90111354	5.31952856159
1553	16128723	5.31904767675
1554	16128732	5.31852906125
1555	16128669	5.3166754926
1556	16132099	5.31547429126
1557	49176356	5.31499340642
1558	16128766	5.31499340642
1559	16131076	5.31451252158
1560	16131075	5.31451252158
1561	16128449	5.31359382607
1562	16128407	5.31224237305
1563	16131285	5.30802473711
1564	16129720	5.30799784056
1565	90111488	5.3077880227
1566	16131622	5.30769410394
1567	16129805	5.30562565642
1568	90111151	5.30542395541
1569	16128328	5.30435500822
1570	145698273	5.29832635394
1571	16128021	5.29832635394
1572	16129185	5.29705570573
1573	16131041	5.2960562054
1574	b0455	5.29557532056
1575	16128440	5.29557532056
1576	16130815	5.29557532056
1577	16131610	5.2947906991
1578	90111690	5.29252055057
1579	16131124	5.29252055057
1580	16128743	5.28908753609
1581	90111118	5.28875690292
1582	16129592	5.28875690292
1583	16131439	5.28682252945
1584	16131379	5.28682252945
1585	16130633	5.28030784843
1586	16130936	5.28030784843
1587	49176391	5.27625357811
1588	16128408	5.27585349808
1589	16128386	5.27437311291
1590	16128706	5.27004769472
1591	90111315	5.26895427562
1592	16132158	5.26847339079
1593	16128086	5.26847339079
1594	16129834	5.26847339079
1595	16130606	5.26847339079
1596	16128975	5.26847339079
1597	16128976	5.26847339079
1598	16131464	5.26788532843
1599	16128464	5.2674044436
1600	16128984	5.2648036619
1601	16128925	5.2624395946
1602	16129017	5.26195870977
1603	16130306	5.26126800707
1604	16128696	5.25890393977
1605	90111569	5.25683549225
1606	162135908	5.25475332604
1607	90111602	5.25329983742
1608	226524761	5.25329983742
1609	16128252	5.25281895258
1610	16128508	5.2505356901
1611	16131474	5.24953618977
1612	16129786	5.24953618977
1613	16129293	5.24905530493
1614	90111329	5.24700003527
1615	16129160	5.24678515639
1616	16128625	5.24600053493
1617	16128389	5.24393208741
1618	16131482	5.2431555828
1619	90111491	5.24108713528
1620	49176207	5.24088543427
1621	16128469	5.24088543427
1622	16128604	5.23948585391
1623	16129765	5.23948585391
1624	16128826	5.23948585391
1625	16129124	5.23948585391
1626	16129565	5.23948585391
1627	16128951	5.23595019908
1628	16132148	5.23495069875
1629	16128235	5.23495069875
1630	b3864	5.2337878328
1631	16130333	5.23210574662
1632	16129554	5.23151768426
1633	16130888	5.23103679943
1634	49176077	5.2307330628
1635	16129067	5.2307330628
1636	16129390	5.2299164029
1637	90111711	5.22933348245
1638	16128413	5.22846291427
1639	16131411	5.22833398212
1640	16129870	5.22765139627
1641	16130215	5.22658244908
1642	16131033	5.22538124773
1643	145698334	5.22146734841
1644	16130433	5.22146734841
1645	16129034	5.22001385978
1646	16129033	5.22001385978
1647	16130509	5.2131685456
1648	16129025	5.2124778429
1649	16130110	5.21131497695
1650	16129292	5.20963289076
1651	16128218	5.20823331041
1652	90111622	5.20677982178
1653	16130588	5.20677982178
1654	16130533	5.20393486965
1655	16129694	5.2033468073
1656	16130442	5.19981115247
1657	16130987	5.19721037076
1658	16129245	5.19296583828
1659	16131824	5.19296583828
1660	16129210	5.19169519008
1661	16130491	5.19069568974
1662	16128675	5.18884212109
1663	16128110	5.18876131628
1664	49175994	5.18716003491
1665	226524697	5.18716003491
1666	b4577	5.18716003491
1667	b3979	5.18616053458
1668	16131810	5.18616053458
1669	49176401	5.18524183906
1670	16131547	5.18194289863
1671	16128262	5.1814620138
1672	16128791	5.1814620138
1673	90111524	5.1814620138
1674	16131408	5.18054331828
1675	16129700	5.18006243344
1676	16128226	5.1788612321
1677	90111478	5.17779228491
1678	90111628	5.17721748131
1679	49176071	5.17494733278
1680	16132177	5.17473751491
1681	16129111	5.17209426379
1682	94541126	5.17189256278
1683	b1986	5.16359375997
1684	49176260	5.16252481278
1685	16129398	5.16084272659
1686	16129973	5.15967986064
1687	90111504	5.15898915794
1688	90111695	5.15898915794
1689	49176171	5.15798965761
1690	90111234	5.15671900941
1691	16130114	5.15422600996
1692	16129094	5.15247447692
1693	16129483	5.15247447692
1694	16129615	5.15206303894
1695	145698270	5.15206303894
1696	16129482	5.15069035513
1697	49176363	5.15069035513
1698	b4597	5.15069035513
1699	16130852	5.14793932176
1700	16129045	5.14793932176
1701	16132025	5.14417567411
1702	16132024	5.14417567411
1703	16129724	5.14369478927
1704	16130321	5.14005195693
1705	16128302	5.13847765299
1706	16129103	5.13778695029
1707	16130821	5.13745117522
1708	16129561	5.13745117522
1709	90111394	5.13720700479
1710	16131745	5.13551680176
1711	16129665	5.13445597142
1712	49176397	5.13412533826
1713	90111668	5.13367134996
1714	16130403	5.13267184963
1715	16129320	5.13267184963
1716	b4429	5.12537254715
1717	16130208	5.12330409962
1718	226524721	5.12170281826
1719	16130538	5.12022243309
1720	49176249	5.11976844479
1721	16129952	5.11532221129
1722	49176402	5.1142532641
1723	16130828	5.11246914231
1724	16132162	5.11213336724
1725	16128724	5.1116524824
1726	16130372	5.1116524824
1727	49176488	5.11146964198
1728	16128227	5.11019899378
1729	16131780	5.10903612783
1730	16130903	5.10759821208
1731	16131180	5.10368431275
1732	16128611	5.10368431275
1733	16129598	5.10368431275
1734	49176489	5.10335367959
1735	16131458	5.10310139231
1736	16131457	5.10310139231
1737	16128985	5.10190019096
1738	145698327	5.10141930612
1739	16131461	5.10014865792
1740	16130176	5.09730370579
1741	16128499	5.09730370579
1742	16130871	5.09253244096
1743	16132130	5.09233073994
1744	90111573	5.09184985511
1745	16130582	5.09184985511
1746	16131416	5.09184985511
1747	16131456	5.09068698916
1748	16128865	5.08533517409
1749	16129497	5.08488118579
1750	16130007	5.08388168546
1751	16129117	5.08348160544
1752	49176311	5.08348160544
1753	49176330	5.0824821051
1754	16130154	5.0824821051
1755	94541128	5.08179951925
1756	16129238	5.07963715297
1757	16131677	5.07894645027
1758	16130807	5.07678408399
1759	16130275	5.07678408399
1760	308209623	5.07658238298
1761	16129856	5.07350071644
1762	16131111	5.07291265409
1763	16130688	5.07223006824
1764	16130264	5.06813332849
1765	16131470	5.06721463297
1766	16129450	5.06653204712
1767	b4452	5.06367897814
1768	b4422	5.06227939779
1769	16131284	5.06227939779
1770	90111516	5.06207769677
1771	16131584	5.06107819644
1772	16129650	5.06083402601
1773	145698290	5.05816379745
1774	16131913	5.05716429712
1775	226524764	5.05716429712
1776	16131360	5.05716429712
1777	16129244	5.05668341228
1778	16131764	5.05362864229
1779	16130214	5.05311002679
1780	16131706	5.04986499464
1781	b4457	5.04986499464
1782	16129728	5.04978418982
1783	16130064	5.0475948461
1784	221800782	5.0475948461
1785	16129217	5.04701192566
1786	16130383	5.04632933981
1787	16131594	5.04532983947
1788	90111574	5.04426089228
1789	221800780	5.04405919127
1790	49176411	5.04357830643
1791	90111510	5.04199074375
1792	90111461	5.04166011058
1793	16130783	5.03981465878
1794	b2401	5.03881515845
1795	b2402	5.03881515845
1796	16132055	5.03736166982
1797	16130512	5.0301562861
1798	16131020	5.0301562861
1799	16128967	5.02899342015
1800	16131666	5.02899342015
1801	16131952	5.02899342015
1802	90111102	5.02445826499
1803	16130907	5.02445826499
1804	90111155	5.02445826499
1805	16129664	5.02285698362
1806	b4009	5.02034266465
1807	b3758	5.02034266465
1808	16129646	5.01794358397
1809	16131633	5.01774188295
1810	16128845	5.01667293576
1811	16132141	5.0121377806
1812	16131340	5.01204386184
1813	49176443	5.01064428148
1814	16130283	5.01064428148
1815	90111325	5.01064428148
1816	16129843	5.00996169563
1817	16131555	5.00659001116
1818	16128529	5.00383897778
1819	16132220	5.00059394563
1820	16131830	4.999140457
1821	16129274	4.9983237971
1822	16130732	4.9983237971
1823	16130377	4.99753917564
1824	90111342	4.9965396753
1825	90111128	4.9965396753
1826	16130632	4.9965396753
1827	90111112	4.99605879047
1828	16131343	4.99547072811
1829	16130199	4.99478814226
1830	16128311	4.99054360978
1831	16132120	4.98957100599
1832	49176458	4.98957100599
1833	16129729	4.98697022429
1834	90111528	4.98648933945
1835	16128425	4.98600845461
1836	16130780	4.98542039226
1837	90111193	4.98363627047
1838	16129219	4.98079131833
1839	16131552	4.98079131833
1840	16128755	4.98020325598
1841	16131048	4.97712158945
1842	16131498	4.97712158945
1843	16128769	4.97712158945
1844	16130497	4.97666760115
1845	16131896	4.97666760115
1846	16129267	4.97358593461
1847	16129266	4.97358593461
1848	16130527	4.9729039535
1849	16128963	4.96836879834
1850	90111484	4.96836879834
1851	16132038	4.96836879834
1852	16130132	4.96814020078
1853	16130604	4.9678879135
1854	16128752	4.96755213843
1855	16128160	4.96561776496
1856	345452717	4.96469906945
1857	16130528	4.96185411731
1858	16130939	4.96185411731
1859	16131264	4.96058346911
1860	16128166	4.95831846248
1861	16129458	4.95831846248
1862	94541122	4.95831846248
1863	16131951	4.95831846248
1864	16131155	4.95731896215
1865	16130425	4.95604831395
1866	16130431	4.954885448
1867	16129730	4.95464873359
1868	90111519	4.95035029283
1869	16128717	4.95001965967
1870	16128073	4.94943159732
1871	b4446	4.94895071248
1872	16131531	4.94895071248
1873	16128080	4.94895071248
1874	226524755	4.94874901147
1875	b4585	4.94826812663
1876	90111185	4.9472686263
1877	16129387	4.94507928258
1878	16130401	4.94442367416
1879	16129175	4.94078084182
1880	b4414	4.93996932381
1881	16129751	4.93890037663
1882	90111142	4.93769917528
1883	16131791	4.93584560663
1884	90111412	4.9348461063
1885	16130597	4.9330006545
1886	16128123	4.93160107414
1887	16130631	4.92933092561
1888	16128957	4.92933092561
1889	16128556	4.92833142528
1890	16129370	4.92647785663
1891	49176303	4.92479577044
1892	345452715	4.92363290449
1893	16130720	4.92103212279
1894	16131108	4.91909774933
1895	16129855	4.91406345348
1896	16129506	4.91374593426
1897	90111670	4.9136520155
1898	16129472	4.91306395315
1899	145698341	4.91258306831
1900	16131731	4.91179844685
1901	16129265	4.91098178694
1902	16131469	4.91098178694
1903	16129663	4.91072949966
1904	16130920	4.90952829831
1905	16128939	4.90952829831
1906	90111305	4.90528376583
1907	16132082	4.90428426549
1908	16131983	4.902559629
1909	16131982	4.902559629
1910	16131524	4.90116004864
1911	16131230	4.90016054831
1912	16128796	4.90016054831
1913	16130297	4.89937592685
1914	16130330	4.89855926694
1915	16131612	4.89662489348
1916	16130805	4.89662489348
1917	16130715	4.89571431481
1918	16130846	4.89159059763
1919	16128022	4.89150979281
1920	16131683	4.89059109729
1921	16129803	4.89011021246
1922	16131689	4.89011021246
1923	16131235	4.88832609066
1924	16131605	4.88705544246
1925	16129930	4.88565586211
1926	90111382	4.88281090997
1927	49176131	4.88281090997
1928	16130307	4.88181140964
1929	16129211	4.88135742135
1930	16130542	4.88135742135
1931	16132169	4.88054076144
1932	16129891	4.87875663965
1933	16128255	4.87748599144
1934	16129395	4.87700510661
1935	16129828	4.87600560627
1936	16128042	4.87484274033
1937	16129434	4.87484274033
1938	16128802	4.87416015448
1939	145698298	4.87324145896
1940	145698250	4.87276057412
1941	16130086	4.87276057412
1942	90111732	4.87130708549
1943	16130747	4.86990750514
1944	16131687	4.86870630379
1945	16130088	4.86595527042
1946	49176398	4.86300828268
1947	16130427	4.86193933549
1948	16131710	4.85601271682
1949	16128049	4.85343883166
1950	226524726	4.85295794682
1951	94541093	4.85295794682
1952	16129203	4.85236988447
1953	16130703	4.85137038414
1954	16131420	4.8508894993
1955	16129119	4.85068779829
1956	16128584	4.84952493234
1957	16129271	4.84783472931
1958	16131436	4.84498977718
1959	16128201	4.84498977718
1960	90111383	4.84498977718
1961	16129873	4.84465914401
1962	16131001	4.84407108166
1963	16129300	4.84338849581
1964	16131583	4.84338849581
1965	16128878	4.84238899548
1966	16129766	4.84132004829
1967	16128371	4.84132004829
1968	90111587	4.83847509615
1969	16130686	4.83769047469
1970	90111611	4.83769047469
1971	b3069	4.83769047469
1972	16130518	4.83562202717
1973	16129914	4.83402074581
1974	345452724	4.83256725718
1975	16130768	4.83116767682
1976	16129416	4.82981622381
1977	90111606	4.82672144332
1978	16129166	4.82605257616
1979	16129002	4.8252679547
1980	16128710	4.82524105815
1981	90111483	4.82478706986
1982	90111447	4.82397040995
1983	16130456	4.82251692132
1984	16129638	4.81943525479
1985	16131201	4.8160022403
1986	16129006	4.81421811851
1987	90111212	4.81421811851
1988	16129719	4.81373723367
1989	16129772	4.80770343749
1990	145698245	4.80610215612
1991	16130671	4.80584986884
1992	226524743	4.80584986884
1993	90111114	4.80416778266
1994	90111562	4.80416778266
1995	16131131	4.80416778266
1996	16130956	4.80416778266
1997	16130093	4.80131471367
1998	90111446	4.80004406547
1999	16129583	4.79619961301
2000	16128271	4.79480003265
2001	145698248	4.79480003265
2002	16130151	4.79459833164
2003	90111340	4.79026487749
2004	16128313	4.78783136334
2005	90111088	4.78750073017
2006	16130170	4.78523058164
2007	16130150	4.78523058164
2008	16129863	4.7847496968
2009	16128179	4.7842957085
2010	16128874	4.78329620817
2011	16131299	4.78329620817
2012	16131336	4.78329620817
2013	16128907	4.7823856295
2014	16129985	4.7816949268
2015	16128768	4.7816949268
2016	90111220	4.7816949268
2017	16129334	4.77785047434
2018	16129505	4.77785047434
2019	16128202	4.77774843873
2020	90111139	4.77767899187
2021	16130650	4.77645089398
2022	16129752	4.77599690569
2023	16131141	4.77599690569
2024	16128964	4.77576830813
2025	145698292	4.77372675715
2026	16128641	4.77324587232
2027	16128471	4.7723271768
2028	16129970	4.7717523732
2029	16131169	4.76948222467
2030	90111326	4.76948222467
2031	16129759	4.76879152197
2032	16131994	4.76802873604
2033	16131306	4.76769810287
2034	16129872	4.76642745467
2035	157783151	4.76542795434
2036	90111294	4.7649470695
2037	16130709	4.76309350085
2038	94541114	4.76309350085
2039	16131385	4.76275772578
2040	90111282	4.75764776702
2041	90111277	4.75705970467
2042	16130552	4.75705970467
2043	16131938	4.75705970467
2044	16132143	4.75637711882
2045	16131784	4.75637711882
2046	16131627	4.7554584233
2047	145698322	4.75537761849
2048	16129345	4.75397803813
2049	16132089	4.7525245495
2050	16129199	4.74782602872
2051	16128068	4.74707881567
2052	16131305	4.74700936882
2053	16129617	4.74247421365
2054	226524730	4.74062876185
2055	16131959	4.74011014636
2056	16132217	4.74011014636
2057	16128111	4.73971006633
2058	16130682	4.73962926152
2059	90111387	4.738710566
2060	16128434	4.738710566
2061	16129841	4.73825657771
2062	49176017	4.73685699735
2063	16131022	4.73595953263
2064	145698336	4.73517491117
2065	226524710	4.73310646365
2066	16128681	4.73290476263
2067	16131708	4.73232995904
2068	90111580	4.73126101185
2069	16128320	4.73074239635
